titre,date,extrait
Maroc. Les MRE ont transféré plus de 30 milliards de DH à fin avril,2022-06-01,"Selon l’Office des changes, les transferts de fonds effectués par les Marocains Résidents à l’Étranger (MRE) se sont établis à plus de 30,56 milliards de DH à fin avril 2022 contre 29,03 MMDH une année auparavant.L’Office des changes indique dans son bulletin des indicateurs mensuels des échanges extérieurs du mois"
SICPA Maroc inaugure son nouveau centre de codage de vignettes hautement sécurisées,2022-06-01,"SICPA Maroc a inauguré ce mercredi 1er juin, son nouveau siège situé en plein cœur de la zone industrielle de Ain Sebaa Bernoussi, à Casablanca. D’une surface totale de 5.700 m2 couverts, le site comprend un centre de codage de vignettes fiscales hautement sécurisées. SICPA gère et opère depuis 2010,"
Ryad Mezzour : « Notre priorité est la création d’emplois »,2022-05-30,"Ryad Mezzour, Ministre de l’Industrie et du commerce , était l’invité du plateau de l’émission « Décryptage » du dimanche 29 mai, sur la radio MFM. Couverture médicale, situation des petits commerçants, préférence nationale, hausse des prix des matières premières et énergétiques, … autant de sujets brûlants sur lesquels le ministre a"
Accord de libre-échange Maroc-Turquie: l’ADII publie une circulaire,2022-05-27,"L’Administration des Douanes et Impôts Indirects (ADII) a publié, vendredi, la circulaire n°6328/222 relative à l’entrée en vigueur de l’Accord amendant l’Accord de libre-échange Maroc-Turquie. « Le service est informé que, par lettre du 29 avril 2022 citée en référence, le Ministère des Affaires Etrangères, de la Coopération Africaine et des"
Inflation. Fouzi Lekjaa rassure,2022-05-27,"Selon le ministre délégué chargé du Budget, Fouzi Lekjaa, les céréales, les produits énergétiques et les produits de base importés, qui sont inclus dans les achats des entreprises marocaines sur le marché national, sont disponibles. Fouzi Lekjaa a présenté, à l’issue du Conseil de gouvernement tenu le 26 mai, des"
Phosphate. Repli de 11% de la production au premier trimestre 2022,2022-05-26,"La production de phosphates a enregistré un repli de 11% au premier trimestre 2022, contre une hausse de 6,6% au cours de la même période de l’année précédente, selon la Direction du Trésor et des Finances extérieures (DTFE), relevant du ministère de l’Economie et des Finances. De même, la production"
Voici les recommandations du CESE pour la transition vers une économie circulaire,2022-05-26,"Le président du Conseil économique, social et environnemental (CESE), Ahmed Réda Chami a appelé, mercredi à Rabat, à mettre en place une stratégie nationale pour la transition vers une économie circulaire. « Au vu des opportunités économiques, sociales et environnementales offertes par ce nouveau mode économique dans lequel les déchets des"
Le Groupe OCP rejoint le World Economic Forum,2022-05-24,"Le Groupe OCP, leader dans le domaine de la nutrition des plantes et premier producteur mondial d’engrais à base de phosphate, a annoncé avoir rejoint le World Economic Forum (WEF), organisation non-gouvernementale internationale, réputée pour sa conférence annuelle du Davos et se déroulant actuellement en Suisse. Ainsi, l’OCP renforce sa"
Le Groupe OCP rejoint le World Economic Forum,2022-05-24,"Le Groupe OCP, leader dans le domaine de la nutrition des plantes et premier producteur mondial d’engrais à base de phosphate, a annoncé avoir rejoint le World Economic Forum (WEF), organisation non-gouvernementale internationale, réputée pour sa conférence annuelle du Davos et se déroulant actuellement en Suisse. Ainsi, l’OCP renforce sa"
La Banque mondiale accorde un prêt de 350 million de dollars au Maroc en appuie à l’économie bleue,2022-05-24,"La Banque mondiale vient d’approuver un prêt de 350 millions de dollars pour appuyer le lancement du programme Économie bleue au Maroc,, visant entre autres le développement l’investissement dans des domaines clés de l’économie bleue, notamment le tourisme durable et le sous-secteur de l’aquaculture. « Ce prêt entend stimuler la création"
Maroc-Espagne : Les nouveaux enjeux économiques,2022-05-22,"Le Maroc et l’Espagne ont su dépasser les difficultés politiques et diplomatiques et tentent aujourd’hui d’insuffler une nouvelle dynamique à leurs échanges commerciaux, favorisés par la proximité géographique. Pour le lobby économique espagnol qui a bien joué sa partition dans ce changement de cap de l’Espagne, c’est tout bénef !"
L’indice des prix à la consommation poursuit sa hausse en Avril,2022-05-20,"L’indice des prix à la consommation (IPC) a connu, au cours du mois d’avril dernier, une hausse de 1,8% par rapport au mois précédent, indique le Haut-commissariat au plan (HCP). Cette variation est le résultat de la hausse de 3,0% de l’indice des produits alimentaires et de 0,9% de l’indice"
Banque. Hausse de plus de 4% de l’encours du crédit bancaire à fin mars,2022-05-16,"Selon Bank Al-Maghrib, l’encours du crédit bancaire s’est établi à 989,7 milliards de DH à fin mars 2022, en hausse annuelle de 4,1%.Dans le détail, l’encours du crédit bancaire aux agents non financiers s’est élevé à 847,6 milliards de DH (+2,9%) et celui aux agents financiers à 142,1 milliards de"
Maroc. Les transferts d’argent ont bondi de 40% en 2021,2022-05-16,"Les transferts d’argent vers le Maroc ont bondi de 40% en 2021, indique la Banque mondiale dans un nouveau rapport dans lequel il projette pour cette année un ralentissement de la croissance de ces envois vers les pays de la région de MENA. « Les envois de fonds vers les pays"
Réouverture imminente des points de passage de Sebta et Melilia (Ministère espagnol de l’intérieur),2022-05-12,"Les postes frontaliers de Sebta et Melilia réouvriront le mardi 17 mai, a annoncé aujourd’hui le ministère espagnol de l’Intérieur dans un communiqué. Le ministre espagnol de l’Intérieur, Fernando Grande-Marlaska, signera cette semaine l’arrêté ministériel frontalier qui modifiera celui qui maintenait ces marches fermées depuis mars 2020 « La réouverture est"
"BERD. 1,6 milliard d’euros investi dans le secteur privé au Maroc",2022-05-11,"Les investissements cumulés de la Banque Européenne pour la Reconstruction et le Développement (BERD) dans le secteur privé au Maroc ont atteint 1,6 milliard d’euros depuis 2012, a indiqué, ce mercredi 11 mai à Marrakech, Antoine Sallé de Chou, Directeur de la BERD pour le Maroc. «Au cours des 10"
Maroc. La BERD prévoit une croissance économique de 3% en 2023,2022-05-10,"Selon la Banque européenne pour la reconstruction et le développement (BERD), le Produit intérieur brut du Maroc devrait augmenter de 1,2% en 2022 avant de rebondir à 3% l’année suivante, à mesure que le rythme de croissance revienne au niveau pré-pandémie. La BERD, dans un récent rapport sur les prévisions"
Maroc. 24 660 entreprises créées à fin mars 2022,2022-05-09,"C’est le chiffre phare qui ressort du tableau de bord général de l’Office marocain de la propriété industrielle et commerciale (OMPIC) ; en effet, 24 660 entreprises ont été créées dans le Royaume de janvier à mars 2022. Dans le détail, ces entreprises se répartissent sur les personnes morales avec 17 444"
Immobilier. Près de 260 000 logements produits en 2021,2022-05-05,"Le nombre d’unités d’habitation produites durant l’année écoulée a atteint, selon la Direction du Trésor et des finances extérieures (DTFE), le chiffre de 259 167. Dans le détail, ces unités sont en hausse de 1% par rapport à l’année 2020, précise la DTFE dans sa note de conjoncture portant sur les"
Maroc. Les investissements directs étrangers en hausse de 56% à fin mars,2022-05-04,"Selon l’Office des changes, le flux net des Investissements Directs Étrangers (IDE) a atteint 3,86 milliards de DH à fin mars dernier, en hausse de 56% par rapport à la même période en 2021.L’Office des changes précise dans sa récente note sur les indicateurs mensuels des échanges extérieurs, que les"
Industrie. L’activité s’est améliorée en mars dernier selon BAM,2022-05-02,"Les résultats de l’enquête de conjoncture dans l’industrie de Bank Al-Maghrib (BAM) viennent de tomber. On y découvre une amélioration de l’activité industrielle durant le mois de mars 2022.Dans le détail, la production et les ventes auraient progressé dans toutes les branches à l’exception de l’électrique et l’électronique où elles"
Flambée des prix. 3 milliards de DH de subvention alloués au blé tendre sur les 4 premiers mois de 2022 [Gouvernement],2022-04-29,"Selon le gouvernement, la subvention allouée au blé tendre s’est élevée à près de 3 milliards de DH depuis le début de l’année 2022. « Aux seuls 4 premiers mois de l’année en cours, la subvention allouée au blé tendre totalisait 3 milliards de DH et ce, en vertu d’un accord"
Flambée des prix. Le FMI salue les efforts du Maroc,2022-04-27,"Le Fonds monétaire international (FMI) a salué le 27 avril, les « mesures ciblées » adoptées par le Maroc pour soulager l’économie face notamment à la flambée des prix de l’énergie. « Le gouvernement marocain entreprend aujourd’hui un ensemble de mesures ciblées, notamment un soutien au secteur du transport des individus et des"
Immobilier : le secteur lourdement impacté par la crise et s’attend à un très fort ralentissement de l’activité,2022-04-25,"La Fédération Nationale des Promoteurs Immobiliers (FNPI) fait état de la crise que traverse le secteur, suite à la flambée des prix de presque la totalité des matériaux de construction. Les promoteurs immobiliers traversent une situation inédite et s’attendent à un ralentissement de l’activité après les fêtes de Ramadan, qui"
"Le Maroc injecte 1,1 milliard de dollars dans des projets pour stimuler l’économie",2022-04-21,"Le gouvernement marocain a annoncé mercredi qu’il allait investir 1,1 milliard de dollars (10,8 milliards de dirhams) dans 15 projets des secteurs public et privé, dans le but de stimuler la création de 2 907 emplois dans le pays. Le gouvernement marocain a fait cette annonce lors d’une réunion de"
Commission des investissements. 15 projets approuvés pour un montant global de plus de 10 milliards de DH,2022-04-20,"A l’issue de sa réunion du 20 avril, la Commission des Investissements a examiné 17 projets de conventions et avenants à des conventions, et en a approuvé 15 pour un montant global de 10,8 milliards de DH permettant la création de 2.907 emplois directs et indirects. Les projets d’investissements examinés"
"Maroc. Le FMI table sur une croissance de 1,1% en 2022",2022-04-19,"Selon le Fonds monétaire international (FMI), l’économie marocaine devrait enregistrer un taux de croissance de 1,1% en 2022, contre 3% prévu précédemment en janvier. Dans son rapport semestriel sur les « Perspectives de l’économie mondiale », publié le 19 avril, le FMI prévoit un taux de croissance de 1,1% en 2022 pour"
Ce que coûte la pollution de l’air à l’économie nationale chaque année [Rapport],2022-04-19,La problématique de la pollution de l’air se pose avec acuité au Maroc. Un rapport du Réseau marocain de défense du droit à la santé et du droit à la vie publié à l’occasion de la Journée mondiale de la santé vient une fois encore mettre en exergue les dégâts
Maroc-Arabie saoudite. La création d’un système industriel intégré se profile,2022-04-18,"Le Maroc et l’Arabie saoudite ont convenu ce 18 avril 2022, la mise en place d’une feuille de route relative à la création d’un système industriel intégré destiné à accroître les opportunités d’investissement, à générer la valeur ajoutée et à promouvoir les opportunités d’emploi entre les deux Royaumes. Ryad Mezzour,"
Caisse de compensation. Les charges devraient augmenter de plus de 15 MMDH,2022-04-18,"Les charges de la Caisse de compensation devraient augmenter de plus de 15 milliards de dirhams (MMDH) supplémentaires par rapport aux prévisions de la Loi de finances 2022, fixées à 17 MMDH. C’est ce qu’a indiqué le Chef du gouvernement, Aziz Akhannouch à la Chambre des Représentants ce 18 avril"
"Maroc: une croissance économique entre 1,5% et 1,7% prévue en 2022",2022-04-18,"L’économie marocaine devrait enregistrer un taux de croissance entre 1,5% et 1,7% en 2022, au lieu d’une progression de 3,2%, comme prévu au niveau de la loi des finances, a indiqué, lundi, le Chef du gouvernement, Aziz Akhannouch. « Selon les données actuelles, qui prennent en considération les derniers développements aux"
Secteur informel. Les pistes du gouvernement pour résorber le problème,2022-04-12,"L’informel est l’un des défis du gouvernement. Voici comment l’Exécutif entend relever ce défi « de façon définitive ». En marge d’une intervention à la Chambre des Représentants le 11 avril, le ministre de l’Inclusion économique, de la Petite entreprise, de l’Emploi et des Compétences, Younes Sekkouri, a laissé entendre que le"
H&S Invest Holding prend le contrôle de WB Africa Group,2022-04-11,"H&S Invest Holding a annoncé ce matin la prise de contrôle de Wb Africa Group , société de droit libanais, en devenant actionnaire majoritaire à hauteur de 52% du groupe de Communication , Media et Presse qui opère dans plusieurs pays d’Afrique . « Notre montée dans le capital de WB"
Comment les exportateurs marocains comptent conquérir le marché américain,2022-04-11,"Le marché regorge d’immenses opportunités pour les entreprises marocaines. Mais encore faut-il savoir s’y prendre pour les dénicher. Afin de mieux préparer les exportateurs marocains et les outiller pour être en mesure de saisir les opportunités d’affaires sur ce marché, l’Asmex (l’Association marocaine des exportateurs) a entrepris plusieurs actions. L’Asmex"
Compétitivité. L’économie marocaine est en 4ème position au niveau des pays arabes,2022-04-05,"Le climat des affaires au Maroc est le quatrième plus compétitif de tous les pays arabes, après les Émirats arabes unis, l’Arabie saoudite et le Qatar. Le classement est basé sur les données recueillies par l’organisation régionale le Fonds monétaire arabe entre 2017 et 2020 (AMF). L’indice comprend des données"
La BAD déploie 1 milliard de dollars pour soutenir la relance économique du Maroc,2022-03-29,"La Banque africaine de développement (BAD) va accorder plus d’un milliard de dollars au Maroc pour l’aider à se remettre économiquement de la crise du coronavirus au cours des deux prochaines années. Le budget vise à soutenir les secteurs clés du Maroc, notamment l’eau, l’agriculture, l’inclusion sociale, le développement humain"
La BERD lance une ligne de financement pour l’économie verte au Maroc,2022-03-29,"La Banque européenne pour la reconstruction et le développement (BERD) renforce son soutien à l’économie verte. La BERD vient en effet de lancer la ligne marocaine de financement pour l’économie verte « Green Economy Financing Facility Morocco II » (GEFF II). Dotée d’une enveloppe de 163 millions d’euros, GEFF II est une"
Officiel : le gouvernement dévoile le montant des aides aux professionnels du transport,2022-03-23,"Le gouvernement lance officiellement, ce mercredi 23 mars 2022, le processus de soutien exceptionnel des professionnels du secteur du transport routier, qui a été annoncé lors du Conseil de gouvernement du 10 mars 2022, et qui concernera environ 180.000 véhicules. Par ce soutien, le gouvernement vise à accompagner les professionnels"
Thami Kabbaj : « la flambée du pétrole et du blé peuvent provoquer une grave crise alimentaire et financière »,2022-03-23,"Thami Kabbaj, économiste, entrepreneur et auteur de livres dont des best-sellers sur les sujets de la finance et du trading, analyse, la situation actuelle à l’aune de la flambée du pétrole et des matières premières agricoles. Selon lui, le pétrole, qui influence fortement le prix du blé, est déterminant pour"
"Morocco Now : Londres, nouvelle étape du Road show de la marque du 21 au 23 mars 2022",2022-03-22,"L’Agence Marocaine de Développement des Investissements et des Exportations (AMDIE) organise à Londres du 21 au 23 mars 2022, en partenariat avec l’Ambassade du Royaume du Maroc au Royaume-Uni, un road show de présentation et de promotion de la marque nationale de l’investissement et de l’export, « Morocco Now ». La première"
58 mesures proposées pour la réforme du décret sur les marchés publics,2022-03-22,"Au total, 58 mesures ont été proposées pour la réforme du décret sur les marchés publics, réparties en 13 axes de réforme, portant entre autres, sur l’élargissement du champ d’application du décret, l’introduction de l’AO national comme nouveau mode de passation, la promotion de la valeur ajoutée locale, le renforcement"
Dématérialisation de la taxe d’habitation et la taxe de services communaux,2022-03-22,"La dématérialisation des rôles relatifs à la taxe d’habitation et à la taxe de services communaux s’inscrit dans le cadre de la digitalisation de l’administration, et permet également de simplifier et de fluidifier les échanges entre les services émetteurs des rôles et les comptables chargés du recouvrement. Elle est aussi"
Tamwilcom. De nouvelles mesures d’appui au profit des entreprises,2022-03-21,"Face à la conjoncture internationale incertaine, Tamwilcom déploie de nouvelles mesures d’appui au financement des entreprises. L’objectif est de poursuivre le soutien continu de l’Etat en faveur du tissu économique national.« Face à la conjoncture actuelle, marquée par la crise ukrainienne et ses impacts éventuels sur l’économie nationale, de nouvelles mesures"
OCP prévoit une augmentation de la production d’engrais de 10% cette année malgré le manque d’approvisionnement de la Russie,2022-03-16,"OCP vise à augmenter sa production de plus de 10% cette année pour répondre à une demande plus élevée, malgré la perte d’ammoniac russe de sa chaîne d’approvisionnement. Nada Elmajdoub, vice-présidente exécutive de la gestion des performances, chez OCP, a déclaré que l’Office a réussi à remplacer les volumes nécessaires"
L’assemblée annuelle de la BERD du 10 au 12 mai à Marrakech,2022-03-14,"Lors d’une rencontre tenue, lundi à Rabat, la ministre de l’économie et des finances, Nadia Fettah Alaoui, et le secrétaire général de la BERD, Kazuhiko Koguchi, ont procédé à la signature du mémorandum d’entente (MoU) relatif à l’organisation de l’édition 2022 de l’assemblée annuelle de la Banque à Marrakech du"
Royal Air Maroc et El Al Israel Airlines signent un accord de partage de codes,2022-03-14,"Royal Air Maroc et El Al Israel Airlines ont signé, ce lundi 14 mars 2022 à Tel Aviv, un accord de partage de codes (codeshare). Cet accord permettra d’offrir aux clients des deux compagnies, plus d’options en termes d’horaires et de combinabilité entre Marrakech, Casablanca et Tel-Aviv et reliera les"
Fouzi Lekjaa : « le gouvernement mobilisera 15 milliards de DH pour faire face à la crise »,2022-03-13,"Invité de l’émission « Décryptage » diffusée ce dimanche 13 mars sur la radio MFM, Fouzi Lekjaa, ministre délégué auprès du ministre de l’Economie et des Finances, chargé du Budget, est intervenu pour apporter un éclairage sur les défis que traverse le Maroc actuellement. Lekjaa explique que pour faire face à ces"
Bank Al-Maghrib lance une nouvelle initiative au profit de la femme rurale,2022-03-09,"Bank Al-Maghrib (BAM) lance, dans le cadre de ses initiatives pour la promotion de l’inclusion financière, le processus de conception d’une politique dédiée à l’autonomisation économique de la femme rurale, en collaboration avec la Banque Européenne pour la Reconstruction et le Développement (BERD). « Le lancement de ce processus intervient suite"
Industries agroalimentaires et pharmaceutiques. 13 conventions d’investissement ont été signées,2022-03-09,"Dans le cadre du renforcement de la souveraineté alimentaire et sanitaire du Maroc, Ryad Mezzour, ministre de l’Industrie et du Commerce, a signé ce mercredi 9 mars à Rabat 13 conventions d’investissement avec les opérateurs industriels des secteurs de l’agroalimentaire et pharmaceutique. Soit un investissement global de plus de 1,731"
Services financiers. Bank Al-Maghrib et la Banque mondiale lancent une nouvelle initiative,2022-03-08,"Bank Al-Maghrib (BAM) et la Banque mondiale viennent de lancer une nouvelle initiative visant à renforcer l’accès aux services financiers au Maroc. Il s’agit du concept City-Tour qui est une formation-action innovante pour améliorer l’accès aux services financiers. Notons que le concept City-Tour, qui intervient dans le cadre du lancement"
Tourisme. Le flux des arrivées poursuit sa bonne dynamique,2022-02-23,"Selon la Direction des études et des prévisions financières (DEPF), le flux des arrivées touristiques au Maroc a progressé de 34% à fin 2021, après un recul de 78,5% un an auparavant. La DEPF (relevant du ministère de l’Économie et des finances) fait observer dans sa note de conjoncture de"
Flambée des prix. Le gouvernement annonce plusieurs mesures,2022-02-22,"Le gouvernement vient d’annoncer plusieurs mesures visant à atténuer la hausse des prix concernant certains produits de consommation sur le marché national. Dans le détail, il s’agit de la confirmation du prix du pain ordinaire à base de farine de blé tendre à 1,20 DH l’unité. Ces mesures portent aussi"
Le Maroc et Israël prévoient de quadrupler leurs échanges commerciaux,2022-02-21,"La coopération industrielle et commerciale entre le Maroc et Israël a été au centre d’une rencontre tenue ce 21 février à Rabat, entre le ministre de l’Industrie et du Commerce, Ryad Mezzour, et la ministre israélienne de l’Economie et de l’Industrie, Orna Barbivai, qui effectue une visite de travail de"
"Hausse des prix, sécheresse, inflation… le gouvernement dans l’œil du cyclone",2022-02-15,"Les dernières élections étaient un véritable symbole d’espoir pour un renouveau politique avec le gouvernement d’Akhannouch. Face à une conjoncture difficile, la situation économique des ménages dégringole et les Marocains sont en rogne. Selon les données officielles, l’indice des prix à la consommation au Maroc a bondi de 1,4% en 2021 et 25% de"
Crédit bancaire. Les entreprises non financières privées ont capté plus de 400 milliards de DH en 2021,2022-02-15,"Les entreprises non financières privées ont réussi à capter 406,2 milliards de DH à fin décembre 2021. Globalement, l’encours du crédit bancaire s’est établi à 988,2 milliards de DH à fin 2021, en hausse annuelle de 3%. Selon les données de Bank Al-Maghrib, l’encours du crédit bancaire s’est établi à"
Reprise économique. Le Maroc dans une bonne dynamique [Rapport],2022-02-09,"La reprise économique au Maroc est sur un bon trend, selon BMCE Capital Global Research (BKGR). Dans son rapport « Strategy » du mois de janvier 2022, BKGR indique que la dynamique économique retrouvée en 2021 par le Maroc se confirme avec une croissance désormais attendue à 7,2%.Selon BKGR, cette croissance est"
Investissement. Les Marocains ont investi plus de 17 milliards de DH à l’étranger en 2021,2022-02-01,"Selon l’Office des changes, les investissements directs marocains à l’étranger (IDME) en 2021 se sont situés à 17, 95 milliards de DH, soit le plus haut niveau atteint au titre des cinq dernières années. Dans ses indicateurs mensuels des échanges extérieurs du mois de décembre 2021 publiés récemment, l’Office des"
Maroc. L’Agence Française de Développement célèbre ses 30 ans,2022-01-31,"Dans le cadre de la célébration des 30 ans de l’Agence Française de Développement (AFD) dans le Royaume, Mihoub Mezouaghi, Directeur de l’AFD au Maroc a dévoilé ce 31 janvier 2022 le bilan 2021 des activités de l’Agence. Il n’a pas manqué de rappeler que lors d’une rencontre entre le"
Devises. Les réserves du Maroc dépassent les 329 milliards de dirhams,2022-01-30,"Durant la dernière période, entre le 20 et le 26 janvier, le dirham a enregistré une performance stable face à l’euro et une dépréciation de 0.50% face au dollar américain. Les avoirs officiels de réserve ont dépassé les 329 milliards de dirhams au 21 janvier 2022, soit une hausse de"
Tourisme. Un redressement progressif selon la DEPF,2022-01-27,"La Direction des études et des prévisions financières (DEPF) fait remarquer dans sa note de conjoncture de janvier 2022 que l’activité touristique a connu un redressement progressif. Toutefois, la même source précise que le secteur reste perturbé par la persistance de la crise sanitaire. « Au troisième trimestre 2021, la"
Le HCP sollicite les entreprises pour l’échange d’informations,2022-01-26,"Le HCP réitère l’appel aux entreprises à souscrire à la plateforme digitale d’échange d’informations sur la conjoncture économique. Afin d’accompagner le programme de transformation digitale, le Haut-commissariat au plan (HCP) a mis en place une plateforme de collecte de données statistiques à distance pour les enquêtes de conjoncture auprès des"
Abdellatif Jouahri décrypte les enjeux de la relance économique aux chefs d’entreprises,2022-01-20,"Le Wali de Bank Al-Maghrib, Abdellatif Jouahri, était l’invité du CJD (Centre des jeunes dirigeants) dans le cadre d’une rencontre organisée le 19 janvier 2022. Le Gouverneur de la Banque Centrale a saisi l’occasion pour aborder de nombreux sujets avec les jeunes chefs d’entreprises. C’est une rencontre qui était très"
Tourisme. Des solutions ponctuelles à une crise structurelle,2022-01-19,"Un plan de sauvetage, avec une enveloppe globale de 2 MMDH, vient d’être adopté. Alors que les causes sont de nature structurelle, aggravées par la crise sanitaire, les solutions préconisées sont plutôt ponctuelles. Les mesures adoptées ne concernent pas l’ensemble de l’écosystème. La forte dépendance externe du tourisme marocain est"
Comment l’export marocain a retrouvé la forme,2022-01-18,"Une reprise plus rapide que prévu pour les exportateurs marocains. Après une année 2020 en mode lockdown, les exportations marocaines ont retrouvé à fin novembre dernier, leur niveau d’avant crise dans quasiment les principaux moteurs du Maroc à l’export. Comment expliquer ce dynamisme subitement retrouvé ? Pour autant, les importations"
Pêche. La valeur des produits commercialisés est en hausse en 2021,2022-01-17,"Les produits commercialisés de la pêche côtière et artisanale ont enregistré en termes de valeur une hausse de 36% à plus de 9,10 milliards de dirhams (MMDH) en 2021, selon l’Office national des pêches (ONP). dans le détail, le poids de ces débarquements s’est établi à 1.332.748 tonnes (T), en"
Omicron. L’économie nationale au ralenti selon les Insights Fitch,2022-01-17,"Même les spéculations laissent à penser que OMICRON peut signer la fin de la pandémie, l’impact économique de l’émergence de ce nouveau variant n’en sont pas moindres. Selon les rapports de Fitch Solutions, l’économie marocaine devrait avancer au ralenti en 2022. Selon les prévisions du document, la croissance du PIB"
