titre,date,extrait
Les recettes douanières marocaines se redressent en 2021,2022-05-30,"Les recettes en droits et taxes additionnels se sont élevées à plus de 5,4 milliards de dirhams en 2021, enregistrant une augmentation de 21% par rapport aux réalisations de 2020, selon l'Admi"
"Assemblées annuelles de la BAD : 4,5 milliards de dirhams d'investissements de la BAD au Maroc en 2022",2022-05-27,"Le Maroc et la Banque africaine de développement sont liés par un partenariat privilégié, qui date de 1970. C’est ce qu’a affirmé le Représentant résident de la Banque au Maroc, Achraf Tarsim, en"
"Transformation digitale: inwi lance la 5ème édition des ""Rencontres Entreprises""",2022-05-27,"Inwi organise, en partenariat avec la Chambre française du commerce et d’industrie du Maroc (CFCIM), la 5ème édition des «Rencontres Entreprises». Cet événement annuel incontournable vise à accomp"
La zone industrielle Aïn Sebaâ célèbre ses 100 ans,2022-05-25,"Au fil de son histoire, la Zone Industrielle de Aïn Sebaâ-Hay Mohammadi a pu contribuer au développement socio-économique de la région et maintenir sa position de référence au niveau national."
Deux premières unités de recherche et de production d'ammoniac vert à Jorf Lasfar dans les starting-blocks de l'UM6P,2022-05-25,"Deux unités de recherche et de production d’ammoniac vert à Jorf Lasfar sont dans les starting-blocks de l’UM6P. Ayant atteint un certain degré de maturité industrielle, ces deux projets pilotes s"
Bank Al-Maghrib publie une nouvelle directive sur la fermeture des comptes bancaires,2022-05-25,Bonne nouvelle pour les usagers qui souhaitent fermer leurs comptes bancaires. Une opération parfois laborieuse pour bon nombre d’entre eux. Bank Al-Maghrib vient de diffuser une directive sur la
Nador West Med : Financement additionnel de 57 millions d’euros de la BAD,2022-05-25,"Le Conseil d’administration de la Banque africaine de développement (BAD) a approuvé, le 24 mai 2022, un financement additionnel de 57 millions d’euros pour contribuer au financement de la constru"
La Russie continue de livrer le Maroc,2022-05-25,"Le gouvernement avait déjà pris ses précautions en important l’équivalent de cinq mois de consommation de céréales et de blé. Malgré les assurances de la Russie, la situation sur le marché interna"
Le groupe Al Omrane s’allie à l’université Mohammed VI des sciences de la santé pour construire un pôle universitaire et de soins dans la région de Tanger,2022-05-24,"Le groupe Al Omrane et l'Université Mohammed VI des sciences de la santé ont signé, mardi 24 mai 2022 à Rabat, un premier protocole d'accord pour la réalisation d'un pôle universitaire"
Création de sociétés régionales pour l’accès à l’eau potable dans le monde rural,2022-05-24,"Le ministre de l’Equipement et de l’eau, Nizar Baraka, annonce la création de sociétés régionales multi-services pour gérer l’approvisionnement en eau potable dans le monde rural. Une annonce fait"
Le Groupe OCP rejoint le World Economic Forum,2022-05-24,"Le Groupe OCP, leader dans le domaine de la nutrition des plantes et premier producteur mondial d'engrais à base de phosphate, rejoint le World Economic Forum (WEF), organisation non-gouvernem"
Forum Maroc-Israël : La promotion des start ups au menu des nouveaux échanges ,2022-05-24,"Le ministre de l'Industrie et du commerce, Ryad Mezzour, a affirmé, lundi 23 mai 2022 à Casablanca, que le partenariat économique entre le Maroc et Israël est solide, dynamique, innovant et en"
La Banque mondiale approuve un prêt de 350 millions de dollars en faveur de l’économie bleue au Maroc,2022-05-24,"Jesko Hentschel, directeur des opérations de la Banque mondiale pour le Maghreb La Banque mondiale vient d’annoncer, dans un récent communiqué, avoir approuvé un prêt de 350 millions de dollars"
"La Banque Populaire (BP) lance la 2e édition de son roadshow ""Les régionales de l'investissement""",2022-05-24,"A travers ses “Régionales de l’investissement”, la Banque populaire ne vise ni plus ni moins qu’un potentiel d’investissement de 15 milliards de dirhams en 2022. Dès la fin de ce mois de mai 20"
Quand les professionnels du textile filent un mauvais coton,2022-05-24,"En proposant du prêt-à-porter aux consommateurs marocains à des prix très bas, cette plateforme de commerce en ligne affecte lourdement les activités des textiliens marocains. Plusieurs entreprise"
Jumelage institutionnel Maroc-UE : Un réel soutien des Européens à la gestion des finances publiques ,2022-05-23,Le soutien de l'Union européenne dans le cadre du jumelage Maroc-UE d’appui à la Trésorerie Générale du Royaume démontre l’engagement constant de l’UE pour accompagner la dynamique des réforme
Réélection de Youssef Cheikhi à la tête du Groupement des Annonceurs du Maroc (GAM),2022-05-23,"L’actuel président du Groupement des Annonceurs du Maroc (GAM), Youssef Cheikhi, a été reconduit à la tête de l’association lors de sa dernière Assemblée Générale Ordinaire tenu jeudi 12 mai 2022"
Renforcement de la Convention de partenariat entre le Crédit Agricole du Maroc et NIRSAL,2022-05-23,"Le Crédit Agricole du Maroc (CAM) a reçu, le 20 mai 2022, une délégation africaine de la Nigeria Incentive Risk Sharing in Agricultural Lending Plc (NIRSAL), dans le cadre du renouvèlement du Mémo"
"Africa Business School de l'UM6P reçoit une distinction internationale pour son programme ""Beyond""",2022-05-23,"Africa Business School (ABS), école de commerce de l’Université Mohammed VI Polytechnique (UM6P), a reçu le prix «Gold EFMD Talent Development Award» pour son programme «Beyond». Cette distinction"
Le Forum économique mondial marqué au sceau de la guerre,2022-05-23,"Après une interruption de deux ans, l’édition de cette année du Forum économique mondial (WEF), a entamé, ce lundi 23 mai 2022, en présentiel, dans la station suisse de Davos, les travaux de sa ré"
Le Bangladesh va importer 40.000 tonnes d’engrais du groupe OCP,2022-05-20,"Le Bangladesh se tourne vers le Maroc pour s’approvisionner en engrais. Son gouvernement a approuvé, lundi 16 mai 2022, l’importation de 40.000 tonnes d’engrais di-ammonique phosphate (DAP) du gro"
Africa Business School décroche le prix “Gold EFMD Talent Development” 2022,2022-05-20,"Le 19 mai 2022, EFMD (European Foundation for Management Development) a décerné à Africa Business School (ABS), business school de l’Université Mohammed VI Polytechnique (UM6P), le prix Gold EFMD"
La récolte céréalière chute de 70% ,2022-05-20,"A l’issue d’une saison agricole marquée par une faible pluviométrie, la moisson céréalière essuie une chute brutale par rapport aux saisons précédentes. La production prévisionnelle des céréales p"
Le Maroc à la présidence de l’Association Mondiale des Services d'Emploi Publics,2022-05-20,"En marge du 12ème Congrès Mondial de l’Association Mondiale des Services Publics d’Emploi (AMSEP) organisé à Tallinn, en Estonie, du 25 au 29 avril 2022, l'Agence Nationale de Promotion de l’E"
Forum international des transports à Leipzig : Le Maroc prend la présidence,2022-05-18,"Le sommet du forum International des transports (FIT 2022), organisé sous le thème «Le Transport pour des sociétés inclusives», a entamé, mercredi 18 mai 2022 à Leipzig, ses travaux sous la présid"
Faouzi Lekjaa veut promouvoir l'investissement public,2022-05-17,"«La hausse des recettes des impôts directs et indirects permet de financer les investissements et le budget général dans les meilleures conditions», a indiqué, lundi 16 mai 2022 à Rabat, le minist"
Programme Forsa : Plus de 150.000 dossiers déposés ,2022-05-17,"Le programme Forsa suscite un engouement manifeste chez les porteurs de projets. D’après Fatim-Zahra Ammor, ministre du Tourisme, de l’artisanat et de l’économie sociale et solidaire, plus de 150."
Tourisme : les recettes augmentent de 80% à fin mars 2022 par rapport la même période de l’année dernière,2022-05-17,"Les premiers signes de reprise du tourisme au Maroc se multiplient. Après les chiffres encourageants enregistrés par les aéroports du Royaume depuis la réouverture des frontières en février 2022,"
Le Japon souhaite importer du phosphate marocain,2022-05-17,"Après le Brésil, c’est au tour du Japon de se tourner vers le Maroc pour sécuriser ses approvisionnements en engrais. Actuellement en visite de travail dans le Royaume, son vice-ministre de l’Agri"
"Chiffre d'affaires, marge bénéficiaire... Des résultats records pour l'OCP au 1er trimestre 2022",2022-05-17,"OCP, l’acteur majeur mondial de l’industrie des engrais, continue d’afficher une sonne santé financière et commerciale, profitant, notamment, de conditions de marché favorables et d’une efficacité"
Une nouvelle plateforme électronique dédiée au foncier industriel,2022-05-17,"La nouvelle plateforme électronique dédiée au foncier industriel, qui vient d’être lancée tout récemment, est le fruit de la convergence de deux programmes de coopération, à savoir le Compact II,"
"L'ONMT organise une tournée à Paris, Londres et New-York",2022-05-17,"Dans un communiqué, l’Office national marocain du tourisme (ONMT) annonce organiser une tournée dénommée «Light Tour» sur trois marchés stratégiques pour la destination touristique Maroc, et ce, a"
Tech: Une unité de recherche et développement d'Oracle au Nearshore,2022-05-17,"Les connaisseurs de la tech le savent: l’annonce, ce 16 mai 2022, par Oracle de l’installation d’une unité de recherche et développement au Nearshore de Casablanca est sans doute une des informati"
17ème Conférence mondiale Villes & Ports : Le plaidoyer de Nizar Baraka pour l’économie bleue,2022-05-16,"L’économie bleue constitue désormais un pilier incontournable du Nouveau modèle de développement (NMD) du Maroc, et une nouvelle opportunité pour son développement durable, a souligné, samedi 14 m"
Paris: Benchaâboune et Sekkouri exposent les opportunités d'investir au Maroc aux entrepreneurs du digital de la diaspora en France,2022-05-16,"Une rencontre sous le thème “innovation, digital et intelligence artificielle”, axée les perspectives qu’offrent les écosystèmes économiques dans le Royaume aux entrepreneurs du digital de la dias"
Le groupe OCP prévoit d’ouvrir une usine d'engrais au Brésil,2022-05-16,"Le groupe OCP envisage d’ouvrir une usine d’engrais phosphatés au Brésil. D’après l’agence officielle brésilienne, qui a donné l’information, c’est le président-directeur général du Groupe OCP, Mo"
Fitch Ratings confirme la note de la dette à long terme en devises du Maroc,2022-05-16,"L’agence de notation new-yorkaise Fitch Ratings a confirmé, ce lundi 16 mai 2022, la note «BB+» pour le Royaume avec une «perspective stable». L’agence de notation internationale souligne que le «"
Banque mondiale : les transferts d’argent des diasporas africaines,2022-05-16,"Selon la dernière note d’information de la Banque mondiale sur les migrations et le développement, les transferts des migrants vers les pays à revenu faible et intermédiaires devraient atteindre c"
Quand la BERD investit dans la transition vers l’économie verte,2022-05-14,"La 31e assemblée générale de la Banque européenne pour la reconstruction et le développement, tenue à Marrakech, arrive à un moment opportun, notamment pour débattre des défis mondiaux tels que le"
6ème édition du Trophée de l’égalité professionnelle :  L'équité salariale hommes-femmes à l’honneur,2022-05-13,"Intervenant à l’occasion de la 6ème édition du Trophée de l’égalité professionnelle, organisée avec l’appui de l’Agence MCA-Morocco dans le cadre de la mise en œuvre du programme de coopération Co"
Le Crédit agricole du Maroc signe un partenariat stratégique à long terme avec Mastercard,2022-05-11,"Dans un communiqué, le Crédit agricole du Maroc (CAM) annonce avoir signé, lundi 9 mai 2022, un partenariat stratégique à long terme avec Mastercard afin de rendre les transactions quotidiennes in"
Début de l’élaboration des projets de loi et de décret relatifs à l’accord social du 30 avril 2022,2022-05-11,"Lors de la séance plénière hebdomadaire des questions orales à la Chambre des représentants, qui s’est déroulée le lundi 9 mai 2022, la ministre déléguée chargée de la Transition numérique et de l"
Royal Air Maroc s'allie à Emirates,2022-05-10,"Un partenariat de code-share (partage de codes), a été signé, mardi 10 mai 2022 à Dubaï, entre Royal Air Maroc et Emirates, pour offrir plus de possibilités de voyages et de choix de connexions aé"
Le pouvoir d’achat des ménages est de plus en plus ébranlé par les pressions inflationnistes,2022-05-10,"N’en déplaise aux experts du HCP qui prévoient «un léger regain des dépenses des ménages au 2ème trimestre (+1,8%) après une hausse de seulement 0,8% au cours des trois premiers mois de l’année»,"
"La Banque européenne prévoit pour 2022 un ralentissement de 1,2% de la croissance économique marocaine",2022-05-10,"Au Maroc, la BERD table sur un ralentissement à 1,2 % en 2022, après 7,4 % en 2021, en raison d’effets climatiques défavorables sur la production agricole et de l’impact de la guerre en Ukraine. C"
La ministre de l'Economie implique les experts-comptables dans lutte contre le blanchiment d'argent,2022-05-10,"L’Etat marocain renforce son dispositif de lutte contre le blanchiment d’argent et le financement du terrorisme. La ministre de l’Economie, Nadia Fettah, a récemment envoyé une circulaire aux expe"
"Le Brésil se tourne vers le Maroc, son troisième fournisseur",2022-05-10,"Devant la menace d’une éventuelle pénurie d’engrais sur le marché mondial à cause de la guerre russo-ukrainienne, le Brésil a décidé d’augmenter ses importations d’engrais en provenance du Royaume"
Bank Al-Maghrib décline sa Stratégie data et Statistiques,2022-05-09,"Bank Al-Maghrib est en train d’engager sereinement sa transformation digitale à travers l’industrialisation de ses processus de collecte, d’intégration et de production des statistiques ainsi que"
Tempête sur les marches des matières premières,2022-05-09,"La guerre en Ukraine fait peser des risques considérables sur la stabilité économique et financière internationale. La guerre en Ukraine a d’ores et déjà provoqué une véritable déflagration, év"
Les prix des produits alimentaires flambent,2022-05-09,"Depuis quelques mois déjà, les consommateurs marocains assistent à une hausse généralisée des prix non seulement des produits alimentaires, mais aussi du transport, du carburant, tout augmente. No"
Approbation par le conseil de gouvernement du plan national du littoral,2022-05-06,"Le conseil de gouvernement, réuni jeudi 5 mai 2022, a adopté le projet de décret n° 2.21.965 portant approbation du Plan national du littoral. Présenté par la ministre de la Transition énergétique"
Les exportations des phosphates s’inscrivent dans une tendance haussière,2022-05-06,"Les exportations marocaines des phosphates et dérivés ont presque doublé pour atteindre 24,54 milliards de dirhams (MMDH) à fin mars 2022 contre 13,43 MMDH à fin mars 2021, selon l'Office des"
Recherche de fonds pour la concrétisation du projet du gazoduc Nigeria-Maroc ,2022-05-04,"Le Nigeria et le Maroc sont toujours à la recherche de fonds pour financer le méga-projet de gazoduc visant à acheminer le gaz nigérian à l’Afrique du Nord et à l’Europe, a déclaré le ministre nig"
Du nouveau quant à la déclaration des fonds en devises aux services douaniers,2022-05-04,"Les voyageurs à destination du Royaume, nationaux ou étranger, sont désormais obligés de déclarer toute somme supérieure ou égale à 100.000 dirhams. Afin de consolider sa lutte contre le blanch"
Le groupe Holmarcom rachète Crédit du Maroc,2022-05-04,"La réalisation de cette opération d’acquisition interviendrait en deux temps. Une tranche de 63,7% (50,9% par HFC et 12,8% par AtlantaSanad) d’ici la fin de l’année 2022, puis une seconde tranche"
Reprise du tourisme au Maroc : Des chiffres qui rassurent,2022-05-04,"La réouverture des frontières aériennes et maritimes favorise une relance du secteur touristique, qui commence à sortir de l’ornière. Une reprise qui risque d’être freinée par le maintien d’un pro"
"Avec 18 578 passagers en mars, l’aéroport de Dakhla récupère 81% de son trafic d’avant-covid ",2022-05-03,"L'aéroport de Dakhla a accueilli 18.578 passagers en mars dernier, contre 23.012 en mars 2019, soit un taux de récupération de 81 %, selon l'Office national des aéroports (ONDA). Cette aér"
"Après 11 ans de loyaux services, Badr Ikken quitte l’IRESEN et entame une aventure passionnante dans le privé",2022-05-01,"""Ce qui a un début a une fin, mais chaque fin est le début d’un nouveau départ"". C'est par cette citation empruntée à Serge Zeller que Badr Ikken, le directeur général de l’Institut de Recherc"
Blé tendre : 3 milliards de dirhams de subventions depuis début 2022,2022-04-29,"La subvention allouée au blé tendre s'est élevée à près de 3 milliards de dirhams (MMDH), depuis le début de l'année 2022, a indiqué, jeudi 28 avril à Rabat, le ministre délégué chargé des"
Mehdi Tazi devient co-actionnaire de Axa assistance Maroc,2022-04-27,"Un accord de partenariat vient d’être scellé entre AXA Partners et Mehdi Tazi. En effet, AXA Partners, la filiale du Groupe AXA spécialisée en services d’assistance, assurance voyage et assurance"
Gazoduc Afrique Atlantique: WorleyParsons prend en charge l’étude d’ingénierie,2022-04-27,"Le projet de gazoduc Afrique Atlantique, initié en décembre 2016 par le roi Mohammed VI avec le président nigérian Muhammadu Buhari lors d’une visite officielle qu’il avait effectuée au Nigéria, c"
"La propriété industrielle et commerciale, un levier pour protéger et valoriser les inventions des jeunes",2022-04-27,"La propriété industrielle et commerciale se veut un levier important pour protéger et valoriser les inventions des jeunes, a affirmé, mardi à Casablanca, le ministre de l'Industrie et du Comme"
Les opportunités d’investissement au Maroc exposées au forum économique de Katowice en Pologne,2022-04-27,"Prenant part, mardi 26 avril 2022, à un forum économique à Katowice (Pologne), axé sur la coopération entre la Pologne et l’Afrique, l’ambassadeur du Maroc à Varsovie, Abderrahim Atmoun a souligné"
Industrie : Le gouvernement veut créer plus de 5.000 emplois dans l’outsourcing,2022-04-27,"D’après le ministre de l’Industrie, l’objectif des conventions signées avec des entreprises du secteur est de créer 5.050 nouveaux emplois directs d’ici à 2026 dans plusieurs villes du Maroc, pour"
6 millions de sièges et 80 liaisons aériennes: Royal air Maroc révèle son offre pour l'été 2022,2022-04-26,"La compagnie aérienne Royal air Maroc (RAM) affute ses armes pour bien accompagner la reprise des voyages attendue pendant l’été 2022. Elle a, ainsi, annoncé, mardi 26 avril 2022, dans un communiq"
Le projet de TGV Casablanca-Marrakech-Agadir coûtera 75 milliards de dirhams,2022-04-26,"Le ministre du transport et de la logistique, Mohamed Abdeljalil a déclaré, lundi 25 avril 2022, dans sa réponse à une question orale à la Chambre des représentants, à Rabat, que son département t"
"Selon l'ONDA, l'année 2022 se présente sous de ""très bons auspices""",2022-04-26,"Au cours de l’année 2022, le trafic aérien reprendra de plus belle. C’est ce que confirme l’ONDA qui indique que le taux moyen prévisionnel de récupération, par rapport à 2019, du trafic passager"
Iberia lance six nouvelles liaisons vers le Maroc,2022-04-25,"La compagnie nationale espagnole Iberia lancera six nouvelles liaisons à destination du Maroc à partir de l’été 2022. C’est ce que révèle le site Air Journal, spécialisé dans l’aviation. Des vols"
Fin des travaux des Réunions de printemps du Groupe de la Banque mondiale et du FMI,2022-04-25,"Une délégation marocaine conduite par la ministre de l’Economie et des Finances, Nadia Fettah, a eu d’intenses activités à Washington à l’occasion des travaux des Réunions de printemps du Groupe d"
Programme Forsa : Plus de 100.000 dossiers déposés,2022-04-22,"Plus de 100.000 dossiers de projets, dans différents secteurs d'activité et de toutes les régions du Royaume, ont déjà été déposés sur la plateforme digitale dédiée au programme Forsa. «Deux s"
"15 projets approuvés pour 10,8 MMDH par la Commission des investissements",2022-04-22,"La Commission des Investissements n°85, réunie mercredi 20 avril 2022, à Rabat, sous la présidence du Chef du gouvernement, Aziz Akhannouch, a examiné 17 projets de conventions et avenants à des c"
"Tourisme: « Maroc, Terre de Lumière », la nouvelle campagne internationale de l'ONMT",2022-04-22,"Mettre en valeur la richesse du Maroc, l’énergie qui s’en dégage et la source intarissable d’inspiration qu’il représente, tel est l’objectif que s’est fixé L’Office national marocain du tourisme"
Région de Marrakech-Safi : Près de 90 millions de dirhams pour la réalisation du parc technologique de Tamansourt,2022-04-22,"La nouvelle ville de Tamansourt, près de la ville de Marrakech, connaîtra à coup sûr un essor économique et un développement social que ses habitants attendent depuis des années. Le conseil de la"
La France émet un mandat d'arrêt international contre Carlos Ghosn,2022-04-22,"Le parquet de Nanterre, en banlieue parisienne, a annoncé, vendredi 22 avril 2022, avoir émis un mandat d'arrêt international à l'encontre de Carlos Ghosn, l'ancien PDG de l'allian"
Pêche: Hausse de la valeur des produits commercialisés de 14% au premier trimestre 2022,2022-04-20,"Dans son récent rapport sur les statistiques de la pêche côtière et artisanale au Maroc, l’Office national des pêches (ONP) a fait savoir que les produits commercialisés de la pêche côtière et art"
Ouverture d'une ligne maritime entre le Maroc et l'Arabie saoudite,2022-04-20,Une ligne maritime sera ouverte entre le Maroc et l'Arabie saoudite dans les semaines prochaines afin d'insuffler une nouvelle dynamique à la coopération économique et aux échanges commerc
"Prévisions économiques : Le FMI baisse sa prévision de croissance pour le Maroc à 1,1% en 2022",2022-04-20,"L'économie marocaine devrait enregistrer un taux de croissance de 1,1% en 2022, contre 3% prévu précédemment en janvier, selon le Fonds monétaire international (FMI). Dans son rapport semestri"
La hausse des prix des carburants érode le pouvoir d'achat des ménages,2022-04-20,La hausse des prix en général et celle des hydrocarbures en particulier est non seulement vertigineuse mais elle ne s’estompe point. Les intérêts des consommateurs divergent de ceux des distribute
"Charif El Hamraoui : ""L’État doit agir pour faire baisser les prix à la pompe""",2022-04-20,"Expert reconnu dans le domaine de l’énergie et des hydrocarbures en particulier, Charif El Hamraoui nous livre les coulisses de l’évolution des prix du pétrole brut et des hydrocarbures raffinés e"
Le potentiel que recèle le Maroc en matière d’énergies renouvelables peut lui permettre d’approvisionner l’europe en énergies propres,2022-04-20,"Le Royaume doit plus que jamais décarboner à grands pas sa production industrielle pour en préserver la compétitivité. Considérée comme un levier de développement durable, la décarbonation a, f"
Attijariwafa bank ouvre une filiale au Tchad,2022-04-19,"Attijariwafa bank annonce la création d’une nouvelle filiale au Tchad, dénommée Attijari bank Tchad. Une entité qui lui permettra de renforcer sa présence en Afrique subsaharienne, particulièremen"
Le Front pour la sauvegarde de la Samir fustige la ministre Leila Benali,2022-04-19,"Les dernières déclarations de la ministre de la Transition énergétique et du développement durable le 13 avril 2022 au sein de la Commission des infrastructures, de l’énergie, des mines et de l’en"
Maroc-Arabie Saoudite : Vers la création d’un système industriel intégré ,2022-04-19,"Le Maroc et l'Arabie saoudite ont convenu, lundi 18 avril 2022, de mettre en place une feuille de route pour la création d'un système industriel intégré destiné à accroître les opportunité"
Les entreprises adjudicataires de marchés publics bénéficient désormais de certaines mesures pour faire face à la flambée des prix,2022-04-19,"Pour aider les entreprises adjudicataires de marchés publics à faire face à la crise, accentuée par la guerre de l’Ukraine, et provoquée notamment par la pénurie des matières premières et la flamb"
Lancement de la deuxième phase de la Stratégie nationale de développement durable,2022-04-19,"La deuxième phase de la Stratégie nationale de développement durable est sur les rails. C’est ce qui ressort d’une cérémonie qui s’est tenue, jeudi 14 avril 2022 à Rabat, sous la présidence du Che"
Gaz naturel : Amina Benkhadra annonce la découverte d’importants gisements à Larache,2022-04-18,"La directrice générale de l'Office national des hydrocarbures et des mines (ONHYM), Amina Benkhadra, a déclaré le 13 avril 2022, devant la Commission des infrastructures, de l'énergie, des"
Maroc: Des projets d’investissement de 5 milliards de dirhams pour augmenter les capacités de stockage des hydrocarbures ,2022-04-18,"La question stratégique de l’approvisionnement en gaz naturel tourmente encore l’esprit des responsables gouvernementaux. S’exprimant lors d’une conférence de presse, la ministre de la Transition"
Le BTP en crise : les opérateurs réclament le cas de force majeure,2022-04-18,"Flambée des prix des matières premières, pénurie, perturbation des chantiers… Le secteur du BTP, qui traîne encore les séquelles de la crise sanitaire, souffre, depuis plusieurs mois déjà, des eff"
Energie : Les stocks de diesel et de gaz butane du Maroc ne couvrent que 26 jours,2022-04-15,"« Les stocks de gaz de cuisson au diesel et au butane du Maroc ne couvraient que 26 jours de besoins de consommation intérieure au 11 avril, soit moins de la moitié de la période requise de 60 jou"
L'initiative citoyenne OTED enrichit le débat sur les chantiers de l’adaptation climatique au niveau des territoires,2022-04-15,"Si le changement climatique est un fait et que les pays du sud en subissent les conséquences les plus directes, au niveau de nombreux territoires, des projets sont en cours pour s’y adapter via de"
Nouvelle consécration pour le groupe Attijariwafa bank à New York,2022-04-15,"En remportant le prix de la Meilleure banque au Maroc pour l’année 2022, Attijariwafa bank vient de confirmer, encore une fois, par cette nouvelle distinction, sa position de leader national dans"
Lancement à Rabat de deux projets panafricains sur la transition énergétique,2022-04-13,"Deux projets panafricains portant sur le changement climatique et les énergies durables ont été lancés, mardi 12 avril 2022 à Rabat, lors d'un atelier organisé par l'Association des enseig"
Lancement officiel du programme «Forsa»,2022-04-13,"Lancement effectif du programme gouvernemental FORSA Le lancement effectif du programme gouvernemental «Forsa» a été donné, mardi 12 avril 2022, à Rabat, par la ministre du Tourisme, de l’artis"
Déblocage de 307 millions de dirhams en faveur des professionnels du transport routier,2022-04-13,"«Un total de 307 millions de dirhams (MDH) a été débloqué à ce jour, au profit des professionnels du transport routier et ce, dans le cadre du soutien que le gouvernement leur a octroyé en raison"
"""Les perspectives du développement industriel au maroc"", thème d’une conférence-débat tenue par Ryad Mezzour",2022-04-13,"Avoir une vision ne suffit pas, encore faut-il remonter ses manches et chercher les opportunités pour les proposer aux industriels marocains. La croissance industrielle du Maroc s’est réalisée"
La trésorerie générale du royaume appelle à une révision profonde de la fiscalité locale au Maroc,2022-04-13,"L’ancien patron des impôts estime qu’une fiscalité gérée par le politique au niveau local ne peut favoriser une autonomie fiscale des collectivités territoriales, estimant que face à cette situati"
"Philippe Crevel : ""L'augmentation des prix est provoquée non par des pénuries mais par une anticipation de pénuries""",2022-04-13,"Fondateur de la société française d’études et de stratégies économiques Lorello Ecodata, Philippe Crevel estime que l’Europe a un rôle à jouer pour aider les pays d’Afrique du Nord, notamment, à r"
"Abderrahmane Mejdoubi : ""La rareté des aliments de bétail à l’international renchérit les prix sur le marché local""",2022-04-13,"La guerre en Ukraine a créé une pénurie sur le marché international des céréales dont les aliments de bétail. Disponibilité, prix, spéculation… le point avec Abderrahmane Majdoubi, un expert de l’"
Guerre en Ukraine : Le ministre de l’Agriculture veut constituer un stock de réserve stratégique de blé tendre et dur,2022-04-12,"Le ministre de l'Agriculture, de la pêche maritime, du développement rural et des Eaux et Forêts, Mohamed Sadiki, a admis, lundi 11 avril 2022 à Rabat, que le stock actuel en céréales et en pr"
Substitution aux importations : le Maroc prévoit 900 projets et jusqu'à 200.000 emplois ,2022-04-12,"Un total de 900 projets est prévu dans le cadre de la politique de substitution aux importations par les investissements, a affirmé, lundi 11 avril à Rabat, le ministre de l'Industrie et du co"
Selon le Haut Commissariat au Plan l'inflation atteint son plus haut niveau depuis 2008,2022-04-12,"Sans surprise, l’inflation a atteint un niveau record en ce début d’année pour se situer à 3,6%, alors que la croissance de l’économie nationale n’affiche qu’une progression timide de 1,2% par rap"
Hausse des prix des matériaux de construction : Les promoteurs immobiliers en colère contre le gouvernement,2022-04-11,"Les promoteurs immobiliers sont en colère. Ils protestent contre la cherté des prix des matériaux de construction, qui ne cessent d’augmenter. Ils sont surtout remontés contre le gouvernement et l"
Guerre en Ukraine : Société générale cesse ses activités en Russie,2022-04-11,"«Au terme de plusieurs semaines de travail intensif», le groupe bancaire français Société Générale a annoncé, lundi 11 avril 2022, la signature d’un accord lui permettant de céder la totalité de s"
