titre,date,extrait
L’ASMETS plaide pour la défiscalisation des titres repas,2022-05-31,"
L’Association des sociétés marocaines émettrices de titres de services entend élargir le marché des titres repas à travers des arguments socio-économiques, qui se heurtent cependant à la prime panier défiscalisée. ...
"
Comment le Maroc se prépare à la taxe carbone prévue par l’UE,2022-05-31,"
Le ministre de l'Industrie et du commerce, Ryad Mezzour, a présenté un aperçu des mesures prises par le Maroc pour permettre à ses exportateurs de ne pas être fortement impactés par le mécanisme d’ajustement carbone aux frontières (MACF), communément appelé 'taxe carbone'....
"
Le binôme Anass El Ansari et Omar Sajid à la tête de l’AMITH,2022-05-31,"
L’Association marocaine des industries du textile et de l’habillement a élu, le 26 mai, un nouveau binôme pour un mandat de trois ans (2022-2025)....
"
Des centres d’appui à l’entrepreneuriat à l’étude par le CRI de Marrakech-Safi,2022-05-31,"
Le CRI de Marrakech-Safi envisage de déployer des centres d’appui à l’entrepreneuriat et au développement économique et local afin de développer la fibre entrepreneuriale dans la région. ...
"
"Recul des souscriptions aux bons du Trésor, voici pourquoi",2022-05-31,"
Un recul des souscriptions sur le marché du Trésor a été remarqué au cours des dernières semaines. Un recul prévisible, en raison de l’inflation. Ce qui est intéressant, c’est de décrypter la réaction de l’Etat....
"
Crowdfunding. L’essentiel des 9 circulaires de BAM,2022-05-30,"
Demande d’agrément, gestion des plateformes et des contributions, obligations de reporting, de contrôle interne et de lutte anti-blanchiment... Voici l’essentiel des neuf circulaires publiées par Bank Al-Maghrib sur le crowdfunding....
"
Doukkala-Abda : légère baisse attendue de la production de betterave sucrière,2022-05-30,"
La baisse du nombre d’agriculteurs, la hausse des prix des engrais azotés et la pénurie d’eau pourraient avoir un impact négatif sur la production de betterave sucrière dans la région Doukkala-Abda. ...
"
Le géant indien HCL Technologies investit au Maroc,2022-05-29,"
Ce projet vise à créer des milliers d’emplois à haute valeur ajoutée dans le secteur de l’outsourcing, notamment dans le domaine du codage, des logiciels et des services IT....
"
"Tourisme : forte demande pour le Maroc, il faut renforcer la desserte aérienne (Bentahar)",2022-05-29,"
Depuis la réouverture de ses frontières, le Maroc réalise un flux d’arrivées croissant qui pourrait, selon le président de la Confédération nationale du tourisme, lui permettre de dépasser dès 2023 les chiffres de 2019, pour peu que l’ONMT aie les moyens de reconstruire rapidement le même réseau aérien qu’avant la crise, puis de doubler sa capacité....
"
"Télécom : Orange Maroc et le gouvernement signent une convention pour 5,7 MMDH",2022-05-27,"
L’opérateur a signé sa 8e convention d’investissement avec le gouvernement pour soutenir le processus de transformation numérique du Royaume....
"
Tests Covid : les marges des laboratoires analysées par le Conseil de la concurrence,2022-05-27,"
Selon une étude du Conseil de la concurrence relative à l'analyse et au suivi de l'évolution de la situation du marché des tests Covid, les marges restent confortables, malgré l'intervention de l'Etat pour fixer les prix à des niveaux plus bas que ceux pratiqués au début de la pandémie....
"
Le ministre des AE du Suriname visite des infrastructures de pêche à Dakhla,2022-05-27,"
Le Suriname a ouvert, le mercredi 25 mai, son ambassade à Rabat et, le jeudi 26, son consulat général à Dakhla, confirmant ainsi la percée diplomatique marocaine dans les Caraïbes....
"
"A Nador, dans l’unité de tri des vêtements d’occasion de Karama Recyclage (reportage)",2022-05-27,"
Médias24 est parti à la rencontre de Karama Recyclage et sa gigantesque unité de triage de vêtements d’occasion à Nador. Elle emploie essentiellement des femmes qui œuvraient auparavant dans le portage des marchandises de contrebande....
"
"Objectifs, fonctionnement… Ce qu’il faut savoir sur le Registre national agricole",2022-05-27,"
Une fois le processus législatif bouclé, le chantier du Registre national agricole pourra entamer son opérationnalisation. Pour le ministère de l’Agriculture, il s’agit d’un chantier structurant aux multiples fonctions....
"
Dakhla à la recherche d’investisseurs pour développer les sports de glisse et la pêche touristique,2022-05-26,"
La région Dakhla-Oued Eddahab veut diversifier les activités liées aux sports nautiques. Elle offrira des subventions à des partenaires privés afin de financer l’infrastructure liée à la pêche touristique et aux sports de glisse....
"
Le CESE plaide pour une économie circulaire dans la gestion des déchets ménagers et des eaux usées,2022-05-26,"
Le Conseil économique, social et environnemental a présenté, le mercredi 25 mai, son avis sur l’économie circulaire. Il recommande des mesures pour gérer les déchets ménagers et les eaux usées....
"
Coup d’accélérateur à la protection sociale des agriculteurs,2022-05-25,"
Le dispositif de généralisation de la couverture sociale au profit des agriculteurs a été renforcé par la signature de quatre conventions entre le ministère de l'Agriculture, la CNSS, l'ANCFCC et le Crédit Agricole. Il s'agit d’accélérer l’opérationnalisation de ce chantier stratégique au profit des agriculteurs et des populations rurales. Détails....
"
Reportage : le méga-projet Nador West Med entame sa dernière ligne droite,2022-05-25,"
Le projet du futur port Nador West Med concentre toutes les attentes de la population de la région. En visite à Nador, l’équipe de Médias24 est allée s’enquérir de l’avancement de ce méga-projet structurant pour le développement de l’Oriental....
"
"ONEE. Deux appels d’offres pour recouvrer une dette de 1,1 milliard de DH",2022-05-25,"
Deux appels d’offres ont été lancés par l’ONEE ce mercredi 25 mai pour évaluer et statuer sur les montants des dettes des ex-régies (RAD et RDE) à recouvrer auprès des délégataires, à savoir les communes de Casablanca et de Tétouan. Le montant de la dette globale dépasse 1 MMDH....
"
Lancement de l’appel d’offres pour l’achèvement des travaux de la voie express Tiznit-Laâyoune,2022-05-25,"
La Direction provisoire d’aménagement de la RN1 entre Tiznit et Dakhla a lancé un appel d’offres pour l’achèvement des travaux de la voie express Tiznit-Laâyoune, section “Oued Chbika-Oued Lwaar”, sur une longueur de 35 km....
"
Marrakech : les maisons d’hôtes retrouvent leur niveau d’activité d’avant la pandémie,2022-05-25,"
Trois mois après la réouverture des frontières, la grande majorité des 1.300 maisons d’hôtes de la ville ocre ont déjà retrouvé leur niveau d’activité pré-crise....
"
"Reportage. A Marchica, la future station touristique prend forme",2022-05-24,"
Annoncé en grande pompe en 2008, le projet d’aménagement du site de Marchica a accusé un certain retard, mais des avancées considérables ont été réalisées depuis. Le public ayant accompli l’essentiel de sa mission, le privé est désormais appelé à prendre le relais. Médias24 s’est rendu sur place. ...
"
Smurfit Kappa investit 370 MDH pour sa première usine au Maroc,2022-05-24,"
Smurfit Kappa, acteur mondial de l’emballage en papier, lance ce mardi 24 mai la construction de sa première usine au Maroc et en Afrique pour un montant de 35 millions d’euros, soit un peu plus de 370 MDH. Elle devrait être opérationnelle à partir du premier trimestre 2023....
"
Economie bleue : la Banque mondiale accorde au Maroc un prêt de 350 millions USD,2022-05-24,"
La Banque mondiale a approuvé, lundi 23 mai, un prêt de 350 millions de dollars pour appuyer le lancement du programme Economie bleue du gouvernement marocain....
"
Forsa : SMIT cherche de nouveaux incubateurs pour accompagner des femmes porteurs de projets,2022-05-24,"
Dans le cadre du programme Forsa, des incubateurs vont avoir la mission de ne sélectionner que les porteurs de projets femmes. Cette action garantit que 16% au moins des entrepreneurs qui bénéficieront du programme seront des femmes....
"
Les céréales et les cultures printanières impactées par la vague de chaleur,2022-05-24,"
Combinée à la sécheresse, la vague de chaleur qui a sévi dans le Royaume n’a pas épargné les céréales et les cultures printanières. Un recul des rendements est attendu. A l’inverse, les arbres fruitiers affichent de bonnes perspectives de production....
"
Inteleka : les crédits accordés ont atteint 6 milliards de dirhams,2022-05-23,"
Un bilan d’étape a été réalisé par le comité de pilotage du fonds d’appui au financement de l’entrepreneuriat, support de financement de Inteleka. Il en ressort que les crédits accordés ont totalisé six milliards de dirhams à fin avril 2022....
"
Tourisme : les raisons de l’inflation des billets d’avion et de bateau,2022-05-23,"
Avec le retour de l’opération Marhaba, plusieurs millions de MRE devraient venir au Maroc l’été prochain. Selon le président de la Fédération des agences de voyages, la flambée du coût du kérosène, couplée à une demande exceptionnelle dont une large partie sera réservée à la dernière minute, vont générer une inflation des tarifs maritimes et aériens qui pourra aller jusqu’à 50%....
"
Ryad Mezzour : « Les exportations automobiles dépasseront les 100 MMDH en 2022 »,2022-05-23,"
Selon le ministre de l’Industrie et du commerce, les exportations du secteur automobile atteindront les 105 MMDH en 2022 contre près de 84 MMDH en 2021. Tous secteurs confondus, les exportations marocaines pourraient dépasser les 330 MMDH....
"
La Cité des métiers et des compétences de Dakhla coûtera 146 MDH,2022-05-23,"
L’appel d’offres pour la construction de la Cité des métiers et des compétences de la région de Dakhla-Oued Eddahab a été remporté par l’entreprise Rouandi pour 146 millions de dirhams....
"
Transport. Les chantiers se déroulent à un rythme normal à Casablanca malgré les aléas,2022-05-22,"
Malgré l’impact de la situation économique et géopolitique internationale, les chantiers se poursuivent à un bon rythme. Les entreprises contractantes sont en discussion avec les autorités pour réviser les prix ou certains délais, conformément à la circulaire du chef du gouvernement....
"
Parc industriel Ain Cheggag : 123 dossiers de manifestation d’intérêt examinés,2022-05-20,"
La Commission régionale unifiée d’investissement de Fès-Meknès a reçu 123 dossiers, à la suite de l’appel à manifestation d’intérêt pour réaliser les projets du parc industriel Ain Cheggag. Un second appel à manifestation d’intérêt sera lancé fin mai 2022....
"
Immobilier : les perspectives d’évolution demeurent sombres (experts),2022-05-20,"
Confronté à plusieurs problématiques, le secteur immobilier ne parvient pas à sortir la tête de l’eau. Faute de visibilité, opérateurs et analystes ne peuvent se projeter dans les prochains mois....
"
"En avril, l’inflation a poursuivi sa hausse (+5,9%), record pour les produits alimentaires",2022-05-20,"
Le taux d’inflation général augmente de 5,9% en avril 2022 (sur 12 mois), porté par la forte hausse des prix des produits alimentaires (hors alcool et tabac), qui atteint le chiffre inédit de 9,4%. Voici les chiffres du haut-commissariat au Plan. ...
"
Soulagement à Melilia et Nador après la réouverture du point de passage de Bni Nsar,2022-05-20,"
REPORTAGE. Le point de passage de Bni Nsar, entre Melilia et Nador, est désormais ouvert aux voyageurs et travailleurs. Présente sur place, l’équipe de Médias24 rapporte l’ambiance de cet événement, tant attendu des deux côtés....
"
Vers un nouveau record des recettes douanières en 2022,2022-05-19,"
Si les recettes douanières ont atteint un record de 111,9 MMDH en 2021, l’Administration des douanes et des impôts indirects s’attend à ce qu’elles soient encore plus importantes en 2022....
"
Tourisme : réunion de suivi présidée par Aziz Akhannouch,2022-05-19,"
Le chef du gouvernement a présidé, ce jeudi 19 mai, une réunion de travail sur la relance du secteur et la reprise de la saison touristique....
"
RAM : retour à l’équilibre financier et renforcement de la flotte dès 2023,2022-05-19,"
Entre la suppression de l'obligation du PCR pour les vaccinés et l’excellente saison estivale qui se profile, Royal Air Maroc pourrait retrouver un équilibre financier voire engranger un résultat positif à partir de l'exercice comptable prochain. Selon une source fiable, ces bénéfices serviront alors à financer l’appel d’offres qui sera lancé en 2023 pour renouveler une partie de la flotte....
"
Attijariwafa bank : Hassan Bertal remplace Omar Bounjou,2022-05-19,"
Omar Bounjou, directeur général délégué du groupe Attijariwafa bank et membre du comité exécutif, part à la retraite à l’âge de 63 ans. Il est remplacé par Hassan Bertal. Le détail des décisions du conseil d’administration de la banque....
"
"Stocks de blé tendre : 2,1 millions de quintaux sécurisés",2022-05-19,"
Sur les trois millions de quintaux de blé tendre demandés par le ministère de l’Agriculture, les professionnels en ont servi près de 765.800 lors du deuxième appel d'offres. Et aucune offre n'a été déposée pour le blé dur. Loin d'exprimer le manque d’engouement des opérateurs, ces faibles quantités s’expliquent essentiellement par la période défavorable à la constitution de stocks....
"
"Colombus 1, nouveau fonds de capital-investissement doté de 300 MDH",2022-05-19,"
Red Med Private Equity vient de lancer Colombus 1, son premier fonds de capital-investissement OPCC agréé par l’Autorité marocaine du marché des capitaux. Sa première levée de 300 millions de dirhams a attiré des institutionnels et des acteurs privés nationaux....
"
Clôture de la 5e réunion ministérielle de l’UpM sous le signe de l’économie sociale et solidaire,2022-05-18,"
Le développement de projets sociaux et solidaires constitue le modèle privilégié par les représentants des 42 Etats membres de l’Union pour la Méditerranée, en vue d’une reprise économique post-Covid durable et inclusive, en particulier dans les régions du Sud....
"
Saham Assurance : le point sur les performances et la stratégie avec Yahia Chraibi,2022-05-18,"
Dans cet entretien accordé à Médias24, le nouveau directeur général de Saham Assurance, qui deviendra bientôt Sanlam Maroc, commente les résultats 2021 de la compagnie nationale. Yahia Chraibi expose sa stratégie et ses ambitions sur un marché fortement concurrentiel....
"
"Selon l’UpM, le Maroc a fait des progrès en matière d’emploi, d’affaires sociales et d’inclusion",2022-05-18,"
Le Maroc et d’autres pays méditerranéens ont participé à un exercice d’observation des progrès réalisés en matière de création d’emplois, d’affaires sociales et d’inclusion économique. Les conclusions de ce projet, initié par l’Union pour la Méditerranée, ont été présentées lors de la 5e conférence ministérielle de cette dernière. ...
"
Accord de mobilité Maroc-Portugal : création d’un groupe de travail multisectoriel,2022-05-18,"
En attendant la ratification de l’accord sur la mobilité signé le 12 janvier dernier, le Portugal et le Maroc souhaitent accélérer la coopération entre les services responsables et mener des actions pour préparer sa mise en œuvre....
"
Le Sénat du Michigan appelle à la suspension des droits de douanes sur les engrais marocains,2022-05-18,"
Les agriculteurs veulent demander à la Commission du commerce international des Etats-Unis de renoncer temporairement aux droits de douane sur les importations d’engrais et d’ingrédients d’engrais importés du Maroc....
"
Reportage. La zone d’activité économique de Fnideq comme alternative à la contrebande,2022-05-18,"
La contrebande a longtemps été une aubaine pour la province de M’diq-Fnideq mais un fléau pour l’économie nationale. Après l’interdiction effective de ce phénomène au niveau du point de passage de Bab Sebta, la zone d’activité économique a été créée afin d’offrir une alternative dans le secteur formel....
"
Leila Benali : le Maroc en phase de discussion finale avec des fournisseurs de GNL,2022-05-18,"
ENTRETIEN. Après la fermeture du gazoduc GME, la ministre de la Transition énergétique et du développement durable a fait appel au marché international pour trouver d’autres fournisseurs de gaz. Dans cet entretien, Leila Benali nous dévoile les différentes étapes avant les premières livraisons au Maroc via l’Espagne....
"
"Engie Services Maroc débloque ses fonds saisis au CIH, accord en vue avec BMCI",2022-05-18,"
Les fonds d'Engie Services Maroc étaient sous le coup d'une saisie-arrêt effectuée par BMCI auprès de CIH et Bank of Africa. L'énergéticien a obtenu la mainlevée sur le premier compte, et une mainlevée partielle sur le deuxième. Sur le compte CIH, la saisie reste cantonnée à 38 MDH au lien de 51 MDH. Un accord amiable est à l'étude....
"
L’ouverture du point de passage de Bab Sebta bien accueillie à Fnideq et ses environs,2022-05-17,"
À Fnideq et ses environs, la réouverture du point de passage de Bab Sebta était très attendue. Sur place, Médias24 a rencontré les premiers voyageurs, des acteurs économiques et des locaux. Reportage vidéo....
"
Les perspectives macroéconomiques nationales vues par Ahmed Zhani (CDG Capital),2022-05-17,"
Le contexte économique global et l’inflation galopante continueront d’impacter le Maroc. L’inflation est principalement portée par la composante importée et alimentaire, et induira une baisse de la demande intérieure comme extérieure. Le Maroc navigue au milieu de lourdes contraintes....
"
"Concurrence. Au Maroc, CMA obtient une dérogation pour un deal avec le Russe RZD",2022-05-17,"
Alors qu'il n'a pas encore rendu sa décision définitive, le Conseil de la concurrence a accordé une dérogation à CMA pour boucler l'acquisition de GEFCO, détenue à 75% par la compagnie ferroviaire publique russe RZD. Qu'est-ce qui motive ce régime dérogatoire ?...
"
Tourisme : chiffres détaillés des arrivées depuis la réouverture des frontières,2022-05-17,"
Médias24 s’est procuré le nombre d’arrivées des quatre premiers mois de l'année. Comparé à la même période de 2021, le trend haussier se confirme. En avril 2022, le Maroc a commencé à accueillir presque autant d’étrangers que de MRE. Chiffres détaillés....
"
"5e conférence ministérielle de l’UpM : lancement de l’Initiative équipe Europe dotée de 2,8 MM€",2022-05-17,"
Durement touchés par la pandémie, les Etats membres de l’Union pour la Méditerranée débattent à Marrakech des leviers à actionner en vue d’une reprise économique inclusive, numérique et durable. L'Initiative Équipe Europe est une première réponse apportée par la Commission européenne à l’échelle méditerranéenne....
"
"Hausse de 22,5% des recettes fiscales à fin avril 2022",2022-05-17,"
A fin avril, les recettes du Trésor progressent bien plus que les dépenses. Elles sont notamment boostées par l’IS qui augmente de 74%, soit 10 MMDH en valeur. Les autres recettes fiscales sont toutes en progression. Les dépenses de compensation explosent de 103% à 12,4 MMDH....
"
ONMT : Rachid Hamzaoui nommé à la tête de la délégation Moyen-Orient à Abou Dhabi,2022-05-17,"
Rachid Hamzaoui prendra ses fonctions à partir du 1er juin à Abou Dhabi, aux Emirats arabes unis, pour superviser les marchés du Moyen-Orient et de l’Inde....
"
Aïd Al-Adha : 3 millions d’ovins et de caprins déjà identifiés,2022-05-17,"
L’Office national de sécurité sanitaire des produits alimentaires a identifié plus de 3 millions d’ovins et de caprins destinés à l’abattage pour l’Aïd Al-Adha. Ce nombre atteindra les 7 millions à l’instar de l’année précédente....
"
OCP : hausse de 77% du chiffre d’affaires au premier trimestre 2022,2022-05-17,"
Le groupe OCP a bénéficié de bonnes conditions de marché et de la hausse des prix de vente au premier trimestre, malgré une baisse des volumes de vente. Il prévoit d’augmenter de 10% ses volumes de production cette année....
"
Fitch Ratings maintient sa note « BB+ » sur la dette souveraine marocaine,2022-05-17,"
L’agence de notation américaine Fitch Ratings a maintenu sa note de défaut des émetteurs en devises étrangères à long terme du Maroc à ""BB+"" avec des perspectives stables. Elle anticipe une augmentation de la dette et du déficit budgétaire en 2022, en raison du climat économique maussade et de la hausse des prix des matières premières. ...
"
Business. Les ambitions de Label’Vie en France,2022-05-16,"
Le groupe marocain de grande distribution vient de se lancer à la conquête du marché français en reprenant la gestion d’hypermarchés Carrefour. Directeur général délégué de Retail Holding, filiale portant les activités françaises du groupe, Brahim Lemseffer nous expose les ambitions de la firme marocaine dans l’Hexagone....
"
Forsa : plus de 150.000 dossiers de financement déposés,2022-05-16,"
Selon la ministre du Tourisme, à qui la gestion du programme a été confiée, le dépôt en ligne via la plateforme Forsa.ma a été l'un de ses atouts ayant permis à une large cible de candidater sans la moindre contrainte de déplacement....
"
"Subvention aux hôteliers : 781 dossiers déposés, les premières réponses dans quelques jours (FZ Ammor)",2022-05-16,"
Au Parlement, la ministre du Tourisme, de l'artisanat et de l'économie sociale et solidaire a déclaré que 781 dossiers avaient été déposés par les hôteliers dans le cadre du plan d'urgence. Un montant de 1 MMDH est ainsi dédié à un programme de rénovation des établissements hôteliers....
"
Bank Al-Maghrib mène une enquête interne sur une suspicion de corruption,2022-05-16,"
A la suite d'un dépôt de plainte, la Banque centrale mène une enquête interne sur une accusation de corruption dans le cadre de l'attribution de marchés....
"
"L’élaboration du PDR de Béni Mellal-Khénifra confiée à ETIC Consult pour 1,17 MDH",2022-05-16,"
La réalisation du PDR passera par la conduite d’un diagnostic et l’élaboration d’un programme d’action et d’une liste de projets prioritaires pour la région Béni Mellal-Khénifra pour la durée du mandat du Conseil régional....
"
Rififi judiciaire entre Engie Services Maroc et BMCI,2022-05-16,"
EXCLUSIF. Engie Services Maroc lâchée par BMCI qui veut résilier son crédit. Des saisies-arrêts de 51 millions de dirhams sur les comptes de la société. Une bataille judiciaire au tribunal de commerce....
"
Jazouli : les premiers résultats de la charte de l’investissement seront perceptibles dès cette année,2022-05-15,"
ENTRETIEN. Au lendemain de sa participation à la 31e Assemblée générale de la BERD à Marrakech où il a annoncé que la Charte de l’investissement était attendue d'ici l’été, le ministre délégué chargé de l’Investissement, de la convergence et de l’évaluation des politiques publiques revient pour Médias24 sur son contenu et ses effets à terme....
"
"Sebta et Melilia : la contrebande, c’est bel et bien fini (source autorisée marocaine)",2022-05-15,"
Réouverture des points de passage terrestres à Sebta et Melilia, dans la nuit du lundi au mardi prochain. Précisions marocaines, de source autorisée. Aucun retour de la contrebande ne sera permis....
"
12 MDH pour la mise à niveau du lac Bin El Ouidane,2022-05-15,"
Un appel d’offres a été lancé pour les travaux de mise à niveau du lac Bin el Ouidane, dans la province d’Azilal. Une enveloppe budgétaire de plus de 12 millions de dirhams sera investie dans ce sens....
"
Sekkouri et Benchaaboun exposent les perspectives économiques du Maroc à Paris,2022-05-14,"
Deux évènements tenus vendredi 13 et samedi 14 mai à Paris ont été l'occasion pour Younes Sekkouri et Mohammed Benchaaboun de présenter les perspectives économiques du Royaume ainsi que les réformes engagées pour encourager l'entrepreneuriat....
"
Dessalement de l’eau de mer : une vingtaine de stations d’ici 2030 (Nizar Baraka),2022-05-14,"
Dans sa stratégie pour régler la problématique de la raréfaction de l'eau, le Maroc compte en grande partie sur le développement des ressources en eau non conventionnelles. Il s’agit principalement du dessalement de l’eau de mer et du traitement des eaux usées....
"
"Prévisions de récolte: forte baisse dans les céréales, bonnes performances pour le reste",2022-05-14,"
Cheptel préservé, cultures de printemps en hausse de même que les exportations de fruits et légumes. Par contre, la récolte céréalière sera seulement de 32 millions de quintaux contre 103 millions de quintaux au cours de la campagne précédente....
"
Les textes législatifs de la Charte de l’investissement « stabilisés »,2022-05-13,"
Les principaux textes de la Charte de l’investissement sont stabilisés, annonce un communiqué de la primature. Il s'agit de la loi-cadre, de deux décrets et du dispositif de soutien spécifique aux TPE et PME....
"
La CGEM renouvelle ses instances de gouvernance,2022-05-13,"
La Confédération générale des entreprises du Maroc a tenu, le 11 mai, son conseil d’administration en présence de ses présidents de régions et de fédérations internes, nouvellement élus ou réélus....
"
Interconnexion électrique Maroc-UK : Octopus Energy s’allie à Xlinks,2022-05-13,"
Octopus Energy Group a annoncé un partenariat financier et stratégique avec Xlinks, la société en charge du projet d’interconnexion électrique sous-marine, destiné à acheminer de l’énergie renouvelable du sud du Maroc vers Devon, dans le sud-ouest de l’Angleterre....
"
Le groupe Selina se porte acquéreur de Nomad Agafay Camp,2022-05-13,"
Le Conseil de la concurrence a été notifié de l’acquisition de Nomad Agafay Camp, à Marrakech, par la marque hôtelière internationale Selina....
"
Le rachat de Axa Crédit par Chari notifié au Conseil de la concurrence,2022-05-13,"
Le Conseil de la concurrence a été notifié du projet d’acquisition par Chari, startup marocaine opérant auprès des détaillants, d’Axa Crédit. L’annonce de l’opération a été faite par Chari en mars dernier....
"
Transition numérique : les grandes lignes de la feuille de route ministérielle,2022-05-13,"
L’accélération de la transition numérique de l’administration publique a fait l’objet d’une réunion présidée par Ghita Mezzour, ministre de la Transition numérique et de la réforme de l’administration. Cette transformation sera synchronisée entre les administrations et centrée sur l’usager....
"
Tourisme : la profession soutient le projet de FZ Ammor de doubler le nombre d’arrivées d’ici 2030,2022-05-12,"
Après la réunion du mardi 10 mai entre la ministre du Tourisme, les dirigeants du secteur privé (CNT, fédérations métiers, CRT), ainsi que de l’ONMT et de la SMIT, un participant évoque pour Médias24 les thèmes abordés pour accompagner la reprise et doubler le nombre d’arrivées à l'horizon 2030....
"
Hydrogène vert : les coûts de production au Maroc seraient parmi les plus attractifs au monde (BERD),2022-05-12,"
Le potentiel de production d’hydrogène vert au Maroc a été mis en exergue lors de la 31e assemblée annuelle de la Banque européenne pour la reconstruction et le développement, ce jeudi 12 mai à Marrakech....
"
Réouverture des points de passage de Sebta et Melilia : les marchandises ne sont pas concernées,2022-05-12,"
Le ministère espagnol de l’Intérieur vient d’annoncer la réouverture des deux postes frontaliers à partir du 17 mai. Une source marocaine nous confirme l’information, précisant que cette réouverture ne concerne que les personnes, les travailleurs légalement reconnus, et pas les marchandises. Rabat reste donc attaché à la fin de la contrebande dans le nord du pays....
"
Le Maroc et l’UE tracent les priorités stratégiques pour moderniser leur partenariat économique,2022-05-12,"
La modernisation du partenariat économique Maroc-Union européenne était au centre du premier business dialogue organisé par la Confédération générale des entreprises du Maroc, la Commission européenne, BusinessEurope et EuroCham....
"
La Charte d’investissement attendue pour l’été 2022 (M. Jazouli),2022-05-12,"
Dans le cadre de la 31e assemblée annuelle de la Banque européenne pour la reconstruction et le développement, qui se déroule ce jeudi 12 mai à Marrakech, Mohcine Jazouli annonce que la Charte d’investissement sera bientôt opérationnelle....
"
Adient Automotive Seating inaugure sa deuxième usine au Maroc,2022-05-12,"
Le groupe Adient Automotive Seating a inauguré, le mercredi 11 mai, sa deuxième usine au Maroc. Elle a été réalisée à Kénitra pour un investissement de 72 millions de DH....
"
Le ministère des Finances lance un audit de gestion et de performance de Tamwilcom,2022-05-12,"
Dans le cadre de la réforme des établissements et entreprises publics, le ministère de l’Economie et des finances lance un audit complet de la gestion et de la performance de Tamwilcom....
"
Oriental : lancement prochain des études pour un projet de dessalement d’eau de mer,2022-05-12,"
La future unité de dessalement d’eau de mer de l’Oriental sera réalisée dans le cadre d'un partenariat public-privé. Elle aura une capacité de production de 100 millions de m3, extensible à 200 millions de m3....
"
"Mohamed Talal lance Express Relais, nouveau service de consignes automatiques",2022-05-11,"
Ceos Technology, filiale de La Voie Express, fabrique et déploie en propre, en vente ou en location des consignes automatiques qui ouvrent la possibilité de dépôt ou de retrait de colis 24h/7j. Destinées aux particuliers, aux e-commerçants et aux grands groupes, ces consignes apportent une nouvelle façon de livrer et se faire livrer....
"
Conflit commune de Fès-City Bus : un compromis est à l’étude,2022-05-11,"
City Bus a fait une proposition au Conseil de la ville pour résoudre le conflit. L’apport du ministère de l’Intérieur, qui assure l’arbitrage, a été décisif, notamment grâce à des subventions pour soutenir l’investissement dans le renouvellement de la flotte....
"
La vente judiciaire de la Gazelle d’or n’a pas eu lieu,2022-05-11,"
Prévue ce mardi 10 mai, la vente aux enchères du célèbre hôtel la Gazelle d'or n'a finalement pas eu lieu. Cette opération devait se faire au profit de Bank of Africa, qui fait valoir une créance de 27 millions de dirhams, résultat d'un crédit souscrit par les héritiers Adham dans des circonstances contestées par Ghita Bennis, la gérante historique de l'hôtel....
"
