titre,date,extrait
"
L'AMEE et le RCREEE coopèrent pour la promotion de l'efficacité énergétique et de l'émancipation de la femme",31 mai 2022,"Casablanca -   
    L'Agence Marocaine pour l'Efficacité Énergétique (AMEE) et le Regional Center for Renewable Energy and Energy Efficiency (RCREEE) ont conclu un mémorandum d'entente pour la promotion de l’efficacité énergétique.
Lire la suite"
"
BAM : Le crédit bancaire progresse de 3,2% à fin avril 2022",31 mai 2022,"Rabat -   
    Le crédit bancaire au secteur non financier a progressé, en glissement annuel, de 3,2% en avril 2022, après 2,8% un mois auparavant, selon Bank Al-Maghrib (BAM).
Lire la suite"
"
Concours national ""Green Start-up"" : le CAM renforce son engagement auprès des jeunes porteurs de projets",30 mai 2022,"Casablanca -   
    Le Crédit Agricole du Maroc (GAM) renforce son engagement auprès des jeunes porteurs de projets et en faveur du développement durable des zones de montagne à travers l'organisation de la 1ère édition du Concours national ""Green Start-up"".

Lire la suite"
"
Les visites des commissions de contrôle des prix ont augmenté de 80% lors des cinq derniers mois (Laftit)",30 mai 2022,"Rabat -   
    Le nombre des visites effectuées par les commissions de contrôle des prix a augmenté de 80% au cours des cinq derniers mois, marquée par une hausse des prix de nombre de produits, a assuré, lundi à Rabat, le ministre de l'Intérieur, Abdelouafi Laftit, ajoutant que le nombre d'affaires renvoyées devant les tribunaux a aussi augmenté de 70 %.

Lire la suite"
"
Taxe d'habitation/Taxe de services communaux: Le paiement est possible 24h/24 (TGR)",30 mai 2022,"Rabat -   
    La Trésorerie générale du Royaume (TGR) rappelle que le paiement de la Taxe d’Habitation (TH) et de la Taxe de Services Communaux (TSC), dont l'échéance est fixée au 31 mai 2022, est possible 24h/24 via différents canaux.


Lire la suite"
"
Industrie agroalimentaire : L’autorisation sanitaire, une obligation réglementaire pour poursuivre l'activité (ONSSA)",30 mai 2022,"Rabat -   
    Les unités de production, de traitement, de transformation, d’emballage, de conditionnement, d’entreposage et de l’étiquetage de tout produit alimentaire en vue de sa mise sur le marché, qui ne disposent pas de l’autorisation sanitaire de l'Office National de sécurité sanitaire des produits alimentaires (ONSSA), sont dans l’obligation de régulariser leur situation avant de poursuivre leurs activités.
Lire la suite"
"
Barid Al-Maghrib signe des protocoles de coopération avec la Poste Tunisienne et la Poste de Mauritanie",30 mai 2022,"Casablanca -   
    Le Groupe Barid Al-Maghrib a procédé à la signature de deux mémorandums d’accords avec, d’un côté, la Poste Tunisienne et, de l’autre côté, la Poste de Mauritanie, en marge de la 11ème édition d'Africa Postal Forum qui s’est tenue les 27 et 28 mai courant à Marrakech, sous le thème ""La Poste africaine face aux grandes mutations mondiales"".
Lire la suite"
"
Technologie: Entretien avec Avi Hasson, CEO de Start-up Nation Central",30 mai 2022,"Casablanca -   
    Le CEO de Start-up Nation Central, Avi Hasson, a accordé un entretien à la MAP sur les perspectives des relations économiques entre le Maroc et Israël et ce, à l'occasion du Forum ""Maroc-Israël: Connect to innovate"" qui s'est déroulé du 23 au 25 mai à Casablanca.
Lire la suite"
"
La Bourse de Casablanca débute en hausse",30 mai 2022,"Bourse (Casablanca) -   
    La Bourse de Casablanca a ouvert en hausse lundi, son indice principal, le Masi, progressant de 0,36% à 12.379,30 points (pts).
Lire la suite"
"
Les indicateurs hebdomadaires de BAM en 5 points clés",29 mai 2022,"Rabat -   
    Voici cinq points clés des indicateurs hebdomadaires de Bank Al-Maghrib (BAM) au titre de la période allant du 19 au 25 mai 2022:
Lire la suite"
"
Couverture médicale au profit des agriculteurs: Interview avec le ministre de l'Agriculture, Mohamed Sadiki",28 mai 2022,"Rabat -   
    Rabat - Le chantier de généralisation de la couverture médicale au profit des agriculteurs va bon train. Dans un but d'accélérer l'opérationnalisation de ce chantier stratégique, 4 conventions de partenariat ont été récemment signées avec les différents partenaires.
Lire la suite"
"
Clôture du concours ""Green Start-up"": 10 lauréats désignés",28 mai 2022,"Rabat -   
    Dix lauréats ont été désignés lors de la cérémonie de clôture de la première édition du Concours ""Green Start-up"" qui est organisé par l'Agence Nationale des Eaux et Forêts (ANEF) en partenariat avec la coopération allemande (GIZ), le Crédit Agricole du Maroc (CAM) et Initiatives climat.
Lire la suite"
"
Transport/logistique: Nécessité d'asseoir une souveraineté nationale (M. Abdeljalil)",28 mai 2022,"Casablanca -   
    Le ministre du Transport et de la logistique, Mohamed Abdeljalil, a souligné, vendredi à Casablanca, l'importance d'asseoir une souveraineté nationale à même de répondre aux enjeux et défis du transport et de la logistique.
Lire la suite"
"
L'interopérabilité, un important levier de la digitalisation de l'administration (DG de l'ADD)",28 mai 2022,"Casablanca -   
    L'interopérabilité et l'échange de données constituent des briques nécessaires en matière de promotion de l'administration digitale, a affirmé, vendredi à Casablanca, le Directeur général de l'Agence de Développement Digital (ADD), Mohamed Idrissi Meliani.
Lire la suite"
"
Après deux années d'absence, Logismed revient en 2022",27 mai 2022,"Casablanca -   
    La 9ème édition du Salon international du transport et de la logistique pour l'Afrique et la Méditerranée (Logismed) se tiendra, du 14 au 16 juin prochain, à Casablanca, sous le thème ""Digitalisation, une simple évolution ou une nécessaire révolution dans un monde VUCA"".
Lire la suite"
"
M. Mezzour: La digitalisation, un facteur incontestable de création d'emplois",27 mai 2022,"Casablanca -   
    La digitalisation constitue aujourd'hui un facteur incontestable de création d'emplois, a indiqué, vendredi à Casablanca, le ministre de l'Industrie et du Commerce, Ryad Mezzour.
Lire la suite"
"
L'ADII publie une circulaire relative à l'entrée en vigueur de l'Accord amendant l'Accord de libre-échange Maroc-Turquie",27 mai 2022,"Rabat -   
    L'Administration des Douanes et Impôts Indirects (ADII) a publié, vendredi, la circulaire n°6328/222 relative à l'entrée en vigueur de l'Accord amendant l'Accord de libre-échange Maroc-Turquie.
Lire la suite"
"
Concurrence: l'effort pédagogique est dans l’intérêt des entreprises (M. Rahhou)",27 mai 2022,"Casablanca -   
    Le président du Conseil de la concurrence, Ahmed Rahhou, a affirmé que l'effort pédagogique déployé par le Conseil en matière de sensibilisation et d'explication de la loi sur la concurrence est dans l'intérêt des entreprises, puisqu'il leur fera éviter de se trouver en dehors de la loi.
Lire la suite"
"
Maroc/Israël : signature d'un mémorandum d'entente dans les domaines de l'innovation, de la recherche scientifique et de la technologie",27 mai 2022,"Rabat -   
    Le Maroc et Israël ont signé, jeudi à Rabat, un mémorandum d'entente visant à renforcer la coopération bilatérale dans les domaines de l'innovation, de la recherche scientifique et de la technologie.
Lire la suite"
"
M. Benmoussa présente devant le CESE la feuille de route de la réforme du système de l'éducation nationale",26 mai 2022,"Rabat -   
     Le ministre de l'Éducation nationale, du Préscolaire et des Sports, Chakib Benmoussa, a présenté jeudi devant le Conseil économique, social et environnemental (CESE) la feuille de route de la réforme du système de l’éducation nationale pour la période 2022-2026.
Lire la suite"
"
Le CESE adopte son avis intitulé ""Quelle urbanisation pour un aménagement durable du littoral ?""",26 mai 2022,"Rabat -   
    Le Conseil économique, social et environnemental (CESE) a adopté, jeudi à Rabat, son avis intitulé ""Quelle urbanisation pour un aménagement durable du littoral ?"".
Lire la suite"
"
Les céréales, les produits énergétiques et les produits de base importés sont disponibles (M. Lekjaa)",26 mai 2022,"Rabat -   
    Le ministre délégué chargé du Budget, Fouzi Lekjaa, a assuré, jeudi à Rabat, que les céréales, les produits énergétiques et les produits de base importés, qui sont inclus dans les achats des entreprises marocaines sur le marché national, sont disponibles.
Lire la suite"
"
Le renforcement de la coopération économique au centre d'entretiens maroco-allemands",26 mai 2022,"Rabat -   
    Les moyens de renforcer la coopération économique ont été au centre d'entretiens, jeudi à Rabat, entre le président de la Chambre de commerce, d'industrie et de services de Rabat-Salé-Kénitra (CCIS-RSK), Hassan Sakhi, et l'ambassadeur d'Allemagne au Maroc, Robert Dölger.
Lire la suite"
"
Caisse de compensation: Les dépenses en hausse de 15 MMDH à fin avril (Lekjaa)",26 mai 2022,"Rabat -   
    Les dépenses de compensation ont enregistré une hausse de 15 milliards de dirhams (MMDH) à fin avril dernier pour s'établir à plus de 32 MMDH, a indiqué, jeudi à Rabat, le ministre délégué chargé du Budget, Faouzi Lekjaa.
Lire la suite"
"
Casablanca: les produits de financement participatif au centre d'une rencontre d'information",26 mai 2022,"Casablanca -   
    La Chambre de commerce, d'industrie et des services (CCIS) de Casablanca-Settat a organisé, jeudi, une rencontre de communication sur les produits de financement participatif, en partenariat avec Bank Assafa.
Lire la suite"
"
BAD: Accompagner le Maroc dans la mise en œuvre du NMD (Mme Fettah Alaoui)",26 mai 2022,"Accra -   
    La ministre de l'économie et des finances, Nadia Fettah Alaoui, a sollicité l'appui de la Banque africaine de développement (BAD) pour accompagner le Maroc dans la mise en œuvre du Nouveau modèle de développement (NMD).
Lire la suite"
"
Casablanca: clôture du Forum ""Morocco-israel: Connect to Innovate""",26 mai 2022,"Casablanca -   
    Le Forum ""Morocco-israel: Connect to Innovate"", auquel ont pris part des leaders marocains et israéliens des secteurs privés et publics, a achevé ses travaux, mercredi à Casablanca.
Lire la suite"
"
     Gestion de l'Eau: le Maroc et Israël appelés à renforcer leur partenariat (ministre israélienne)     ",26 mai 2022,"Casablanca -   
    Le Maroc et Israël, confrontés aux mêmes défis de la sécheresse, sont appelés à renforcer leur partenariat pour une meilleure gestion de la rareté des ressources hydriques, a indiqué, mercredi à Casablanca, la ministre israélienne de la Science, de la Technologie et de l'Espace, Orit Farkash-Hacohen.
Lire la suite"
"
Le Maroc et le Suriname examinent les moyens de renforcer la coopération dans les domaines agricole et halieutique",26 mai 2022,"Rabat -   
    Les perspectives de développement de la coopération bilatérale dans les domaines de l'agriculture et de la pêche ont été au centre d'entretiens, mercredi à Rabat, entre le ministre de l'Agriculture, de la pêche maritime, du développement rural et des eaux et forêts, Mohamed Sadiki et le ministre des Affaires étrangères, du commerce international et de la coopération de la république du Suriname, Albert Ramdin.
Lire la suite"
"
Visite de travail du CESE du Maroc en Côte d'Ivoire",25 mai 2022,"Rabat -   
    Une délégation du Conseil Économique Social et Environnemental (CESE) du Maroc s'est rendue à Abidjan pour participer à un atelier international sur ""les défis du dérèglement climatique et les réponses à apporter au bénéfice des populations africaines"", tenu, le 20 mai dernier, par l'Union des conseils économiques et sociaux et institutions similaires d'Afrique (UCESA).


Lire la suite"
"
Le CESE pour une stratégie nationale pour la transition vers une économie circulaire",25 mai 2022,"Rabat -   
    Le président du Conseil économique, social et environnemental (CESE), Ahmed Réda Chami a appelé, mercredi à Rabat, à mettre en place une stratégie nationale pour la transition vers une économie circulaire.


Lire la suite"
"
Énergie: le Maroc ""idéalement"" positionné pour saisir les opportunités offertes par Israël (Mme Benkhadra)",25 mai 2022,"Casablanca -   
    Le Maroc est ""idéalement"" positionné en matière d'énergie pour saisir les différentes opportunités offertes par Israël, a indiqué, mercredi à Casablanca, la Directrice générale de l'Office national des Hydrocarbures et des Mines (ONHYM), Amina Benkhadra.


Lire la suite"
"
Les villes et territoires qui aspirent à être inclusifs et durables doivent développer une intelligence communautaire (Mme Hayar)",25 mai 2022,"Casablanca -   
    Les villes et territoires qui aspirent à être inclusifs et durables doivent développer une intelligence communautaire en capitalisant sur l’intelligence collective des citoyens, a souligné, mercredi à Casablanca, la ministre de la Solidarité, de l'Insertion sociale et de la Famille, Aawatif Hayar. 


Lire la suite"
"
L'économie circulaire, un facteur clé pour plus de prospérité (M. Chami)",25 mai 2022,"Rabat -   
    L'économie circulaire joue un rôle crucial pour faire du Maroc un pays plus prospère économiquement, inclusif socialement et responsable écologiquement, a souligné, mercredi à Rabat, le Président du Conseil économique, social et environnemental (CESE), Ahmed Réda Chami.


Lire la suite"
"
BAD/Maroc : Un portefeuille actif de près de 4 milliards de dollars",25 mai 2022,"Accra -   
    Le portefeuille actif de la Banque africaine de développement (BAD) au Maroc s'élève à près de 4 milliards de dollars américains, a fait savoir le représentant résident de la Banque au Maroc, Achraf Tarsim.
Lire la suite"
"
L'ONSSA accorde une attention particulière au contrôle de l’utilisation des pesticides en agriculture (Ministre)",25 mai 2022,"Rabat -   
    L’Office national de sécurité sanitaire des produits alimentaires (ONSSA) accorde une attention particulière à la gestion et au contrôle de l’utilisation des pesticides dans les activités agricoles, a affirmé, mardi à Rabat, le ministre de l’Agriculture, de la pêche maritime, du développement rural et des eaux et forêts, Mohamed Sadiki.
Lire la suite"
"
Agriculteurs: L'efficacité du système de la protection sociale tributaire d'une base de données crédible et actualisée (Sadiki)",25 mai 2022,"Rabat -   
    L'efficacité du système national de la protection sociale au profit des agriculteurs est tributaire du déploiement d'une base de données crédible et actualisée, a affirmé, mercredi à Rabat, le ministre de l'Agriculture, de la Pêche maritime, du Développement rural et des Eaux et forêts, Mohamed Sadiki.
Lire la suite"
"
M. Sekkouri appelle à encourager l'innovation au profit du développement durable",25 mai 2022,"Rabat -   
    Le ministre de l’Inclusion économique, de la petite entreprise, de l’emploi et des compétences, Younes Sekkouri, a appelé, mardi à Rabat, à encourager l’innovation pour répondre aux besoins du développement durable.
Lire la suite"
"
Une délégation québécoise explore les opportunités de partenariat avec la Fondation MAScIR",25 mai 2022,"Rabat -   
    Une importante délégation scientifique québécoise a effectué, mardi, une visite aux locaux de la Fondation MAScIR pour découvrir ses pôles de recherche technologique et explorer les opportunités d'un partenariat et d'une coopération bilatérale.
Lire la suite"
"
Récentes précipitations: impact positif sur le couvert végétal et les cultures printanières (M. Sadiki)",25 mai 2022,"Rabat -   
    Les récentes précipitations enregistrées au cours des mois de mars et avril ont contribué à améliorer le couvert végétal et à garantir le bon déroulement des cultures printanières en particulier et ce, en dépit de l'impact du déficit pluviométrique sur la présente campagne agricole, a affirmé, mardi à Rabat, le ministre de l'Agriculture, de la Pêche Maritime, du Développement Rural et des Eaux et Forêts, Mohamed Sadiki.
Lire la suite"
"
Le tissu industriel marocain est l'un des plus dynamiques au monde (M. Mezzour)",25 mai 2022,"Casablanca -   
     Le tissu industriel marocain est l'un des plus dynamiques au monde, a affirmé, mardi à Casablanca, le ministre de l'Industrie et du Commerce, Ryad Mezzour.
Lire la suite"
"
Accra : Mme Fettah Alaoui prend part aux assemblées annuelles de la BAD",24 mai 2022,"Accra -   
    La ministre de l'Economie et des Finances, Nadia Fettah Alaoui, participe aux Assemblées annuelles de la Banque Africaine de Développement (BAD) qui se tiennent du 23 au 27 mai à Accra, au Ghana.


Lire la suite"
"
Assemblées de la BAD: M. Adesina pour une transition énergétique équitable",24 mai 2022,"Accra -   
    Le président de la Banque Africaine de développement (BAD), Akinwumi Adesina, a plaidé, mardi à Accra, pour une transition énergétique équitable en Afrique, eu égard que le continent africain ne représente que 4% des émissions mondiales de gaz à effet de serre.


Lire la suite"
"
Les DTS peuvent être mieux exploités par les banques multilatérales (Président de la BAD)",24 mai 2022,"Accra -   
    Les Droits de tirage spéciaux (DTS), nouvelles ressources monétaires du Fonds monétaire international (FMI), peuvent être mieux exploités par les banques multilatérales, telles que la Banque Africaine de Développement (BAD), a estimé, mardi à Accra, son président, Akinwumi Adesina.


Lire la suite"
"
Davos-2022: Le leadership du Maroc dans le domaine des énergies renouvelables mis en avant",24 mai 2022,"Rabat -   
    Le ministre délégué auprès du Chef du Gouvernement, chargé de l'Investissement, de la Convergence et de l'Evaluation des Politiques Publiques, Mohcine Jazouli, a mis en avant, lors d'une conférence à Davos, le leadership du Royaume dans le domaine des énergies renouvelables (EnR), sous la conduite éclairée de Sa Majesté le Roi Mohammed VI.


Lire la suite"
"
Technologie/Agroalimentaire: les entreprises marocaines et israéliennes examinent les moyens de coopération",24 mai 2022,"Casablanca -   
    Les entreprises marocaines et israéliennes ont examiné, mardi à Casablanca, les perspectives de collaboration et de partenariat en matière de technologies agroalimentaires dans le cadre du Forum ""Morocco-israel: Connect to Innovate"".


Lire la suite"
"
Nador West Med: Financement additionnel de 57 M€ de la BAD",24 mai 2022,"Accra -   
    Le Conseil d’administration du Groupe de la Banque africaine de développement vient d'approuver, un financement additionnel de 57 millions d’euros en faveur du Maroc pour contribuer au financement de la construction, en cours, du complexe portuaire de Nador West Med.
Lire la suite"
"
Une délégation scientifique québécoise en visite à la Fondation MAScIR",24 mai 2022,"Casablanca -   
    Une délégation québécoise de haut rang, dirigée par le professeur Rémi Quirion, Scientifique en chef et dirigeant des Fonds de recherche du Québec, a visité, mardi, la Fondation MAScIR.
Lire la suite"
"
Smurfit Kappa choisit le Maroc pour son premier investissement en Afrique",24 mai 2022,"Casablanca -   
    Smurfit Kappa, l'un des principaux acteurs mondiaux de l'emballage en papier, a annoncé, mardi, le projet de construction de sa toute première usine en Afrique, implantée dans la région de Rabat, pour un investissement de 35 millions d'euros.
Lire la suite"
"
Al Omrane et l'UM6SS s'allient pour la réalisation d'un pôle universitaire de soins à Chrafate",24 mai 2022,"Rabat -   
    Le Groupe Al Omrane et l'Université Mohammed VI des sciences de la santé (UM6SS) ont signé, mardi à Rabat, un premier protocole d'accord pour la réalisation d'un pôle universitaire, de soins et résidentiel à Chrafate.
Lire la suite"
"
Prêt de 350 millions de dollars de la Banque mondiale en appuie à l’économie bleue au Maroc",24 mai 2022,"Washington -   
    La Banque mondiale vient d'approuver un prêt de 350 millions de dollars pour appuyer le lancement du programme Économie bleue au Maroc.
Lire la suite"
"
Forum ""Morocco-israel: Connect to Innovate"": le succès ""planétaire"" de la ""Start-up Nation"", une source d'inspiration (M. Azoulay)",24 mai 2022,"Casablanca -   
    Le succès ""planétaire"" de la ""Start-up Nation"" constitue une source d'inspiration pour le Maroc, a affirmé, lundi à Casablanca, le Conseiller de SM le Roi, André Azoulay, à l'occasion du Forum ""Morocco-israel: Connect to Innovate"".
Lire la suite"
"
Maroc/Israël: un partenariat économique en phase avec les évolutions technologiques mondiales (M. Mezzour)",24 mai 2022,"Casablanca -   
    Le ministre de l'Industrie et du commerce, Ryad Mezzour, a affirmé, lundi à Casablanca, que le partenariat économique entre le Maroc et Israël est solide, dynamique, innovant et en phase avec les évolutions technologiques mondiales.
Lire la suite"
"
Technologie: le Maroc et Israël peuvent développer des solutions innovantes en faveur de la paix (Président israélien)",24 mai 2022,"Casablanca -   
    Le Maroc et Israël peuvent, ensemble, développer des solutions innovantes, notamment dans le domaine technologique, qui amélioreront les vies, les moyens de subsistance et la qualité de vie, et favoriseront le progrès et la paix dans tout le Moyen-Orient, en Afrique et au-delà, a indiqué, lundi, le Président israélien, M. Isaac Herzog.
Lire la suite"
"
Casablanca : Coup d’envoi du Forum ""Morocco-israel : Connect to Innovate""",24 mai 2022,"Casablanca -   
    Le coup d’envoi du Forum ""Morocco-israel : Connect to Innovate"" a été donné, lundi à Casablanca, dans le cadre de la coopération entre les deux pays portant sur l’innovation et l’industrie high-tech.
Lire la suite"
"
Programme Tayssir : 2.467.123 élèves bénéficiaires en 2020-2021",23 mai 2022,"Rabat -   
    Le programme Tayssir a bénéficié à 2.467.123 élèves appartenant à 1.546.651 ménages en 2020-2021, selon une étude d'impact social publiée par la Direction du Budget, relevant du ministère de l'Economie et des finances.


Lire la suite"
"
La CDG Développement et l'AFD s'associent pour un modèle de développement durable et inclusif",23 mai 2022,"Rabat -   
    Caisse de Dépôt et de Gestion (CDG) Développement et l'Agence Française de développement (AFD) ont signé un protocole d'accord et ce, à l'occasion de la récente visite à Rabat du Directeur Général de l'Agence, Rémy Rioux.
Lire la suite"
"
Le jumelage Maroc-UE (TGR-DGFiP) consolide les échanges de bonnes pratiques dans des domaines stratégiques (Mme Le Gal)",23 mai 2022,"Rabat -   
    Le jumelage institutionnel Maroc-Union européenne (UE) entre la Trésorerie Générale du Royaume (TGR) et la Direction Générale des Finances Publiques (DGFiP) de la France consolide les échanges de bonnes pratiques entre l'UE et le Maroc dans des domaines stratégiques, a indiqué, lundi à Rabat, l'ambassadrice de France au Maroc, Hélène Le Gal.
Lire la suite"
"
CAM renforce son partenariat avec la Nigeria Incentive-Based Risk Sharing system for Agricultural Lending",23 mai 2022,"Casablanca -   
    Le groupe Crédit Agricole du Maroc (CAM) renforce son partenariat avec la Nigeria Incentive-Based Risk Sharing system for Agricultural Lending (NIRSAL) et continue à mettre son expertise dans le financement de l’agriculture au service de la coopération Sud-Sud.
Lire la suite"
"
Réélection de Youssef Cheikhi à la tête du Groupement des Annonceurs du Maroc",23 mai 2022,"Casablanca -   
    L’actuel président du Groupement des Annonceurs du Maroc (GAM), Youssef Cheikhi, a été réélu à la tête de l’association lors de sa dernière Assemblée Générale Ordinaire qui s'est déroulée jeudi 12 mai à Casablanca.
Lire la suite"
"
Jumelage Maroc-UE d'appui à la TGR: Un engagement constant en faveur des réformes du Royaume (M. Bensouda)",23 mai 2022,"Rabat -   
    Le soutien de l'Union européenne (UE) dans le cadre du jumelage Maroc-UE d’appui à la Trésorerie Générale du Royaume (TGR) démontre l’engagement constant de l’UE pour accompagner la dynamique des réformes engagées par le Royaume, a indiqué, lundi à Rabat, le Trésorier Général du Royaume, Noureddine Bensouda.
Lire la suite"
"
Maroc: Interview avec le DG de l'AFD, Rémy Rioux",23 mai 2022,"Casablanca -   
    Le directeur général de l'Agence Française de Développement (AFD), Rémy Rioux, relate, dans une interview accordée à la MAP à l'occasion de sa visite au Royaume, le bilan de l'ensemble des missions et projets de l'AFD au Maroc, s'exprimant par la même occasion sur la projection du Royaume en Afrique. En voici la teneur :
Lire la suite"
"
M. Jazouli prend part au Forum économique mondial de Davos",23 mai 2022,"Rabat -   
    Le ministre délégué auprès du Chef du gouvernement chargé de l'Investissement, de la Convergence et de l'Evaluation des politiques publiques, Mohcine Jazouli, prend part au Forum économique mondial de Davos qui se déroule du 22 au 26 mai courant.
Lire la suite"
"
Énergies renouvelables: le président de la BAD salue le leadership du Maroc",23 mai 2022,"Accra -   
    Le président de la Banque Africaine de développement (BAD), Akinwumi Adesina, a salué, lundi à Accra, l'engagement ""remarquable"" du Maroc en faveur des énergies renouvelables (EnR).
Lire la suite"
"
Le Maroc participe à la Foire internationale de l'Agriculture de Novi Sad en Serbie",23 mai 2022,"Casablanca -   
    Le Maroc participe à la 89ème édition de la Foire Internationale de l’Agriculture de Novi Sad en Serbie, qui se tient du 21 au 27 mai courant, indique l'Agence pour le développement agricole (ADA).
Lire la suite"
"
Les indicateurs hebdomadaires de BAM en 5 points clés",22 mai 2022,"Rabat -   
    Voici cinq points clés des indicateurs hebdomadaires de Bank Al-Maghrib (BAM) au titre de la période allant du 12 au 18 mai 2022 :

 


Lire la suite"
"
Rabat: Le DG de l'ONEE explore de nouvelles possibilités de financement avec la Suisse",21 mai 2022,"Casablanca -   
    Le Directeur Général de l'Office national de l'Electricité et de l’Eau potable (ONEE), Abderrahim El Hafidi, s'est réuni, jeudi à Rabat, avec le vice-président Senior de l’Assurance suisse contre les risques à l'exportation (SERV), Dominique Aubert, accompagné du conseiller commercial et scientifique à l’Ambassade de Suisse au Maroc, Youness El Hachimi.
Lire la suite"
